t [s];f_ist [g/min];F_soll [g/min];m [g];mp [g];tp [s]
1714222649,64;0,00;0,80;0,00;80,00;600,00
1714222649,64;0,00;0,80;0,00;80,00;600,00
1714222649,64;0,00;1,00;0,00;80,00;600,00
1714222649,64;0,00;1,50;0,00;80,00;600,00
1714222649,64;0,00;2,00;0,00;80,00;600,00
1714222649,64;0,00;2,48;0,00;80,00;600,00
1714222649,64;0,00;2,99;0,01;80,00;600,00
1714222649,64;0,00;3,51;0,01;80,00;600,00
1714222649,64;0,00;3,99;0,01;80,00;600,00
1714222649,64;0,00;4,48;0,01;80,00;600,00
1714222649,64;0,00;5,00;0,01;80,00;600,00
1714222649,64;0,00;5,49;0,01;80,00;600,00
1714222649,64;0,00;5,99;0,01;80,00;600,00
1714222649,64;0,00;6,48;0,01;80,00;600,00
1714222649,64;0,00;6,99;0,01;80,00;600,00
1714222649,64;0,00;7,48;0,01;80,00;600,00
1714222649,64;0,00;7,99;0,02;80,00;600,00
1714222649,64;0,00;8,07;0,02;80,00;600,00
1714222649,64;0,00;8,07;0,02;80,00;600,00
1714222649,64;0,00;8,08;0,04;80,00;600,00
1714222649,64;0,00;8,08;0,06;80,00;600,00
1714222649,64;0,00;8,08;0,09;80,00;600,00
1714222649,64;0,00;8,08;0,13;80,00;600,00
1714222649,64;0,00;8,08;0,17;80,00;600,00
1714222649,64;0,00;8,08;0,21;80,00;600,00
1714222649,64;0,00;8,08;0,25;80,00;600,00
1714222649,64;0,00;8,08;0,29;80,00;600,00
1714222649,64;0,00;8,08;0,33;80,00;600,00
1714222649,64;0,00;8,08;0,38;80,00;600,00
1714222649,64;0,00;8,08;0,42;80,00;600,00
1714222649,64;0,00;8,08;0,46;80,00;600,00
1714222649,64;0,00;8,08;0,50;80,00;600,00
1714222649,64;0,00;8,08;0,55;80,00;600,00
1714222649,64;0,00;8,08;0,59;80,00;600,00
1714222649,64;0,00;8,08;0,63;80,00;600,00
1714222649,64;0,00;8,08;0,68;80,00;600,00
1714222649,64;0,00;8,08;0,72;80,00;600,00
1714222649,64;0,00;8,08;0,76;80,00;600,00
1714222649,64;0,00;8,08;0,76;80,00;600,00
1714222649,64;0,00;8,08;0,81;80,00;600,00
1714222649,64;0,00;8,08;0,89;80,00;600,00
1714222649,64;0,00;8,08;0,89;80,00;600,00
1714222649,64;0,00;8,08;0,93;80,00;600,00
1714222649,64;0,00;8,08;0,98;80,00;600,00
1714222649,64;0,00;8,08;1,02;80,00;600,00
1714222649,64;0,00;8,08;1,06;80,00;600,00
1714222649,64;0,00;8,08;1,11;80,00;600,00
1714222649,64;0,00;8,08;1,15;80,00;600,00
1714222649,64;0,00;8,08;1,20;80,00;600,00
1714222649,64;0,00;8,08;1,24;80,00;600,00
1714222649,64;0,00;8,08;1,28;80,00;600,00
1714222649,64;0,00;8,08;1,32;80,00;600,00
1714222649,64;0,00;8,08;1,37;80,00;600,00
1714222649,64;0,00;8,08;1,41;80,00;600,00
1714222649,64;0,00;8,08;1,45;80,00;600,00
1714222649,64;0,00;8,08;1,50;80,00;600,00
1714222649,64;0,00;8,08;1,54;80,00;600,00
1714222649,64;0,00;8,08;1,58;80,00;600,00
