t [s];f_ist [g/min];F_soll [g/min];m [g];mp [g];tp [s]
0,00;0,00;7,20;0,00;8,00;60,00
0,00;0,01;7,20;0,00;8,00;60,00
0,15;33,25;7,20;0,04;8,00;60,00
0,48;15,75;7,20;0,18;8,00;60,00
0,79;5,11;7,20;0,23;8,00;60,00
1,09;1,19;7,20;0,25;8,00;60,00
1,38;0,31;7,20;0,25;8,00;60,00
1,72;0,13;7,20;0,25;8,00;60,00
2,01;0,34;7,20;0,25;8,00;60,00
2,32;1,56;7,20;0,26;8,00;60,00
2,66;4,60;7,20;0,27;8,00;60,00
2,99;6,33;7,20;0,30;8,00;60,00
3,28;6,94;7,20;0,34;8,00;60,00
3,61;7,14;7,20;0,37;8,00;60,00
3,90;7,21;7,20;0,41;8,00;60,00
4,21;7,23;7,20;0,45;8,00;60,00
4,55;7,24;7,20;0,49;8,00;60,00
4,83;7,23;7,20;0,52;8,00;60,00
5,17;7,22;7,20;0,56;8,00;60,00
5,46;7,22;7,20;0,60;8,00;60,00
5,77;7,21;7,20;0,63;8,00;60,00
6,11;7,21;7,20;0,68;8,00;60,00
6,42;7,21;7,20;0,71;8,00;60,00
6,71;7,20;7,20;0,75;8,00;60,00
7,04;7,20;7,20;0,79;8,00;60,00
7,36;7,20;7,20;0,83;8,00;60,00
7,64;7,20;7,20;0,86;8,00;60,00
7,98;7,20;7,20;0,90;8,00;60,00
8,27;7,20;7,20;0,93;8,00;60,00
8,61;7,20;7,20;0,98;8,00;60,00
8,89;7,20;7,20;1,01;8,00;60,00
9,22;7,20;7,20;1,05;8,00;60,00
9,54;7,19;7,20;1,09;8,00;60,00
9,85;7,19;7,20;1,12;8,00;60,00
10,17;7,19;8,23;1,16;8,00;60,00
10,51;7,19;8,24;1,20;8,00;60,00
10,78;7,22;8,24;1,24;8,00;60,00
11,09;7,34;8,24;1,27;8,00;60,00
11,42;7,52;8,24;1,31;8,00;60,00
11,72;7,67;8,24;1,35;8,00;60,00
12,04;7,76;8,24;1,39;8,00;60,00
12,35;7,83;8,24;1,43;8,00;60,00
12,66;7,88;8,24;1,47;8,00;60,00
13,00;7,90;8,24;1,52;8,00;60,00
13,29;7,91;8,24;1,56;8,00;60,00
13,60;7,92;8,24;1,60;8,00;60,00
13,90;7,93;8,24;1,64;8,00;60,00
14,22;7,94;8,24;1,68;8,00;60,00
14,55;7,94;8,24;1,72;8,00;60,00
14,86;7,95;8,24;1,76;8,00;60,00
15,17;7,96;8,24;1,81;8,00;60,00
15,48;7,96;8,24;1,85;8,00;60,00
15,79;7,97;8,24;1,89;8,00;60,00
16,07;7,97;8,24;1,93;8,00;60,00
16,41;7,98;8,24;1,97;8,00;60,00
16,72;7,98;8,24;2,01;8,00;60,00
17,04;7,99;8,24;2,05;8,00;60,00
17,35;7,99;8,24;2,10;8,00;60,00
17,66;8,00;8,24;2,14;8,00;60,00
18,00;8,01;8,24;2,18;8,00;60,00
18,28;8,01;8,24;2,22;8,00;60,00
18,59;8,02;8,24;2,26;8,00;60,00
18,88;8,02;8,24;2,30;8,00;60,00
19,23;8,03;8,24;2,35;8,00;60,00
19,53;8,03;8,24;2,39;8,00;60,00
19,86;8,04;8,24;2,43;8,00;60,00
20,17;8,04;8,24;2,47;8,00;60,00
20,46;8,04;8,24;2,51;8,00;60,00
20,77;8,05;8,33;2,55;8,00;60,00
21,10;8,05;8,33;2,60;8,00;60,00
21,41;8,06;8,33;2,64;8,00;60,00
21,72;8,06;8,33;2,68;8,00;60,00
22,02;8,06;8,33;2,72;8,00;60,00
22,36;8,08;8,33;2,77;8,00;60,00
22,67;8,10;8,33;2,81;8,00;60,00
22,98;8,11;8,33;2,85;8,00;60,00
23,27;8,12;8,33;2,89;8,00;60,00
23,61;8,12;8,33;2,94;8,00;60,00
23,91;8,13;8,33;2,98;8,00;60,00
24,23;8,13;8,33;3,02;8,00;60,00
24,54;8,13;8,33;3,06;8,00;60,00
24,85;8,14;8,33;3,10;8,00;60,00
25,13;8,14;8,33;3,14;8,00;60,00
