t [s];f_ist [g/min];F_soll [g/min];m [g];mp [g];tp [s]
0,00;0,00;7,20;0,00;8,00;60,00
0,41;10,76;7,20;0,04;8,00;60,00
1,38;11,97;7,20;0,22;8,00;60,00
2,43;11,34;7,20;0,43;8,00;60,00
3,41;9,48;7,20;0,59;8,00;60,00
4,42;8,09;7,20;0,74;8,00;60,00
5,43;8,49;7,20;0,88;8,00;60,00
6,43;10,26;7,20;1,04;8,00;60,00
7,42;11,81;7,20;1,22;8,00;60,00
8,44;11,67;7,20;1,42;8,00;60,00
9,45;9,96;7,20;1,60;8,00;60,00
10,45;8,29;7,56;1,75;8,00;60,00
11,47;8,22;7,56;1,89;8,00;60,00
12,47;9,79;7,56;2,05;8,00;60,00
13,47;11,56;7,56;2,22;8,00;60,00
14,48;11,89;7,56;2,42;8,00;60,00
15,48;10,47;7,56;2,61;8,00;60,00
16,47;8,62;7,56;2,76;8,00;60,00
17,47;8,03;7,56;2,90;8,00;60,00
18,49;9,29;7,56;3,05;8,00;60,00
19,50;11,21;7,56;3,22;8,00;60,00
20,51;11,99;6,96;3,42;8,00;60,00
21,53;10,90;6,96;3,61;8,00;60,00
22,55;8,94;6,96;3,78;8,00;60,00
23,55;8,00;6,96;3,92;8,00;60,00
24,58;8,92;6,96;4,07;8,00;60,00
25,58;10,86;6,96;4,23;8,00;60,00
26,59;11,98;6,96;4,42;8,00;60,00
27,61;11,24;6,96;4,62;8,00;60,00
28,61;9,34;6,96;4,79;8,00;60,00
29,62;8,05;6,96;4,94;8,00;60,00
30,62;8,56;5,97;5,08;8,00;60,00
31,63;10,41;5,97;5,24;8,00;60,00
32,64;11,87;5,97;5,43;8,00;60,00
33,64;11,60;5,97;5,62;8,00;60,00
34,64;9,86;5,97;5,80;8,00;60,00
35,66;8,23;5,97;5,95;8,00;60,00
36,66;8,27;5,97;6,09;8,00;60,00
37,66;9,92;5,97;6,24;8,00;60,00
38,67;11,65;5,97;6,42;8,00;60,00
39,70;11,83;5,97;6,62;8,00;60,00
40,72;10,27;3,69;6,81;8,00;60,00
41,72;8,48;3,69;6,97;8,00;60,00
42,72;8,09;3,69;7,11;8,00;60,00
43,72;9,46;3,69;7,25;8,00;60,00
44,73;11,34;3,69;7,43;8,00;60,00
45,73;11,97;3,69;7,62;8,00;60,00
46,74;10,76;3,69;7,81;8,00;60,00
47,74;8,85;3,69;7,98;8,00;60,00
48,74;8,00;3,69;8,12;8,00;60,00
49,75;9,00;3,69;8,26;8,00;60,00
50,74;10,91;-2,76;8,43;8,00;60,00
51,75;11,99;-2,76;8,62;8,00;60,00
52,76;11,21;-2,76;8,81;8,00;60,00
53,78;9,28;-2,76;8,99;8,00;60,00
54,78;8,04;-2,76;9,13;8,00;60,00
55,80;8,63;-2,76;9,27;8,00;60,00
56,82;10,51;-2,76;9,44;8,00;60,00
57,83;11,91;-2,76;9,63;8,00;60,00
58,83;11,52;-2,76;9,82;8,00;60,00
59,83;9,71;-2,76;10,00;8,00;60,00
