t [s];f_ist [g/min];F_soll [g/min];m [g];mp [g];tp [s]
1713627208,39;0,00;7,20;0,00;8,00;60,00
1713627208,39;0,00;7,20;0,00;8,00;60,00
1713627208,39;0,00;7,20;0,16;8,00;60,00
1713627208,39;0,00;7,20;0,34;8,00;60,00
1713627208,39;0,00;7,20;0,36;8,00;60,00
1713627208,39;0,00;7,20;0,37;8,00;60,00
1713627208,39;0,00;7,20;0,42;8,00;60,00
1713627208,39;0,00;7,20;0,49;8,00;60,00
1713627208,39;0,00;7,20;0,58;8,00;60,00
1713627208,39;0,00;7,20;0,62;8,00;60,00
1713627208,39;0,00;7,20;0,68;8,00;60,00
1713627208,39;0,00;7,20;0,77;8,00;60,00
1713627208,39;0,00;7,20;0,87;8,00;60,00
1713627208,39;0,00;7,20;0,96;8,00;60,00
1713627208,39;0,00;7,20;1,04;8,00;60,00
1713627208,39;0,00;7,20;1,12;8,00;60,00
1713627208,39;0,00;8,27;1,19;8,00;60,00
1713627208,39;0,00;8,29;1,28;8,00;60,00
1713627208,39;0,00;8,29;1,36;8,00;60,00
1713627208,39;0,00;8,29;1,41;8,00;60,00
