t [s];f_ist [g/min];F_soll [g/min];m [g];mp [g];tp [s]
1714403788,01;0,00;0,80;0,00;8,00;60,00
1714403788,01;0,00;0,80;0,00;8,00;60,00
1714403788,01;0,00;0,80;0,00;8,00;60,00
1714403788,01;0,00;0,80;0,00;8,00;60,00
1714403788,01;0,00;0,80;0,00;8,00;60,00
1714403788,01;0,00;0,80;0,00;8,00;60,00
1714403788,01;0,00;0,80;0,00;8,00;60,00
1714403788,01;0,00;1,33;0,00;8,00;60,00
1714403788,01;0,00;1,33;0,00;8,00;60,00
1714403788,01;0,00;1,36;0,00;8,00;60,00
1714403788,01;0,00;1,86;0,01;8,00;60,00
1714403788,01;0,00;1,87;0,01;8,00;60,00
1714403788,01;0,00;1,92;0,01;8,00;60,00
1714403788,01;0,00;2,36;0,01;8,00;60,00
1714403788,01;0,00;2,38;0,01;8,00;60,00
1714403788,01;0,00;2,42;0,01;8,00;60,00
1714403788,01;0,00;2,91;0,01;8,00;60,00
1714403788,01;0,00;2,93;0,01;8,00;60,00
1714403788,01;0,00;3,04;0,01;8,00;60,00
1714403788,01;0,00;3,45;0,01;8,00;60,00
1714403788,01;0,00;3,45;0,01;8,00;60,00
1714403788,01;0,00;3,61;0,01;8,00;60,00
1714403788,01;0,00;3,97;0,01;8,00;60,00
1714403788,01;0,00;3,97;0,01;8,00;60,00
1714403788,01;0,00;4,15;0,02;8,00;60,00
1714403788,01;0,00;4,46;0,02;8,00;60,00
1714403788,01;0,00;4,48;0,02;8,00;60,00
1714403788,01;0,00;4,74;0,02;8,00;60,00
1714403788,01;0,00;5,00;0,02;8,00;60,00
1714403788,01;0,00;5,00;0,02;8,00;60,00
1714403788,01;0,00;5,19;0,02;8,00;60,00
1714403788,01;0,00;5,50;0,02;8,00;60,00
1714403788,01;0,00;5,52;0,02;8,00;60,00
1714403788,01;0,00;5,76;0,02;8,00;60,00
1714403788,01;0,00;6,06;0,02;8,00;60,00
1714403788,01;0,00;6,07;0,02;8,00;60,00
1714403788,01;0,00;6,35;0,02;8,00;60,00
1714403788,01;0,00;6,59;0,02;8,00;60,00
1714403788,01;0,00;6,59;0,02;8,00;60,00
1714403788,01;0,00;6,97;0,03;8,00;60,00
1714403788,01;0,00;7,11;0,03;8,00;60,00
1714403788,01;0,00;7,11;0,03;8,00;60,00
1714403788,01;0,00;7,55;0,03;8,00;60,00
1714403788,01;0,00;7,65;0,03;8,00;60,00
1714403788,01;0,00;7,66;0,03;8,00;60,00
1714403788,01;0,00;7,97;0,05;8,00;60,00
1714403788,01;0,00;8,69;0,05;8,00;60,00
1714403788,01;0,00;8,69;0,05;8,00;60,00
1714403788,01;0,00;8,71;0,06;8,00;60,00
1714403788,01;0,00;8,73;0,06;8,00;60,00
1714403788,01;0,00;8,73;0,06;8,00;60,00
1714403788,01;0,00;8,75;0,09;8,00;60,00
1714403788,01;0,00;8,75;0,09;8,00;60,00
1714403788,01;0,00;8,75;0,09;8,00;60,00
1714403788,01;0,00;8,80;0,09;8,00;60,00
1714403788,01;0,00;8,76;0,13;8,00;60,00
1714403788,01;0,00;8,76;0,13;8,00;60,00
1714403788,01;0,00;8,77;0,17;8,00;60,00
1714403788,01;0,00;8,77;0,17;8,00;60,00
1714403788,01;0,00;8,79;0,17;8,00;60,00
1714403788,01;0,00;8,82;0,17;8,00;60,00
1714403788,01;0,00;8,82;0,17;8,00;60,00
1714403788,01;0,00;8,79;0,22;8,00;60,00
1714403788,01;0,00;8,82;0,22;8,00;60,00
1714403788,01;0,00;8,82;0,22;8,00;60,00
1714403788,01;0,00;8,80;0,26;8,00;60,00
1714403788,01;0,00;8,82;0,26;8,00;60,00
1714403788,01;0,00;8,83;0,26;8,00;60,00
1714403788,01;0,00;8,80;0,32;8,00;60,00
1714403788,01;0,00;8,81;0,32;8,00;60,00
1714403788,01;0,00;8,81;0,32;8,00;60,00
1714403788,01;0,00;8,80;0,37;8,00;60,00
1714403788,01;0,00;8,82;0,37;8,00;60,00
1714403788,01;0,00;8,82;0,37;8,00;60,00
1714403788,01;0,00;8,81;0,41;8,00;60,00
1714403788,01;0,00;8,82;0,41;8,00;60,00
1714403788,01;0,00;8,82;0,41;8,00;60,00
1714403788,01;0,00;8,81;0,46;8,00;60,00
1714403788,01;0,00;8,82;0,46;8,00;60,00
1714403788,01;0,00;8,82;0,46;8,00;60,00
1714403788,01;0,00;8,81;0,50;8,00;60,00
1714403788,01;0,00;8,83;0,50;8,00;60,00
1714403788,01;0,00;8,83;0,50;8,00;60,00
1714403788,01;0,00;8,82;0,55;8,00;60,00
1714403788,01;0,00;8,83;0,55;8,00;60,00
1714403788,01;0,00;8,83;0,55;8,00;60,00
1714403788,01;0,00;8,83;0,60;8,00;60,00
1714403788,01;0,00;8,83;0,60;8,00;60,00
1714403788,01;0,00;8,83;0,60;8,00;60,00
1714403788,01;0,00;8,82;0,66;8,00;60,00
1714403788,01;0,00;8,82;0,66;8,00;60,00
1714403788,01;0,00;8,82;0,66;8,00;60,00
1714403788,01;0,00;8,82;0,70;8,00;60,00
1714403788,01;0,00;8,82;0,70;8,00;60,00
1714403788,01;0,00;8,84;0,70;8,00;60,00
1714403788,01;0,00;8,88;0,70;8,00;60,00
1714403788,01;0,00;8,88;0,70;8,00;60,00
1714403788,01;0,00;8,83;0,77;8,00;60,00
1714403788,01;0,00;8,86;0,77;8,00;60,00
1714403788,01;0,00;8,86;0,77;8,00;60,00
1714403788,01;0,00;8,83;0,81;8,00;60,00
1714403788,01;0,00;8,87;0,81;8,00;60,00
1714403788,01;0,00;8,87;0,81;8,00;60,00
1714403788,01;0,00;8,84;0,86;8,00;60,00
1714403788,01;0,00;8,87;0,86;8,00;60,00
1714403788,01;0,00;8,87;0,86;8,00;60,00
1714403788,01;0,00;8,83;0,90;8,00;60,00
1714403788,01;0,00;8,87;0,90;8,00;60,00
1714403788,01;0,00;8,87;0,90;8,00;60,00
1714403788,01;0,00;8,84;0,95;8,00;60,00
1714403788,01;0,00;8,88;0,95;8,00;60,00
1714403788,01;0,00;8,88;0,95;8,00;60,00
1714403788,01;0,00;8,85;1,00;8,00;60,00
1714403788,01;0,00;8,88;1,00;8,00;60,00
1714403788,01;0,00;8,88;1,00;8,00;60,00
1714403788,01;0,00;8,84;1,06;8,00;60,00
1714403788,01;0,00;8,86;1,06;8,00;60,00
1714403788,01;0,00;8,86;1,06;8,00;60,00
1714403788,01;0,00;8,84;1,11;8,00;60,00
1714403788,01;0,00;8,86;1,11;8,00;60,00
1714403788,01;0,00;8,86;1,11;8,00;60,00
1714403788,01;0,00;8,85;1,15;8,00;60,00
1714403788,01;0,00;8,86;1,15;8,00;60,00
1714403788,01;0,00;8,86;1,15;8,00;60,00
1714403788,01;0,00;8,84;1,22;8,00;60,00
1714403788,01;0,00;8,84;1,22;8,00;60,00
1714403788,01;0,00;8,85;1,22;8,00;60,00
1714403788,01;0,00;8,85;1,26;8,00;60,00
1714403788,01;0,00;8,85;1,26;8,00;60,00
1714403788,01;0,00;8,85;1,26;8,00;60,00
1714403788,01;0,00;8,85;1,31;8,00;60,00
1714403788,01;0,00;8,85;1,31;8,00;60,00
1714403788,01;0,00;8,86;1,31;8,00;60,00
1714403788,01;0,00;8,91;1,31;8,00;60,00
1714403788,01;0,00;8,91;1,31;8,00;60,00
1714403788,01;0,00;8,85;1,37;8,00;60,00
1714403788,01;0,00;8,89;1,37;8,00;60,00
1714403788,01;0,00;8,89;1,37;8,00;60,00
1714403788,01;0,00;8,86;1,42;8,00;60,00
1714403788,01;0,00;8,90;1,42;8,00;60,00
1714403788,01;0,00;8,90;1,42;8,00;60,00
1714403788,01;0,00;8,87;1,48;8,00;60,00
1714403788,01;0,00;8,87;1,48;8,00;60,00
1714403788,01;0,00;8,88;1,48;8,00;60,00
1714403788,01;0,00;8,94;1,48;8,00;60,00
1714403788,01;0,00;8,86;1,55;8,00;60,00
1714403788,01;0,00;8,86;1,55;8,00;60,00
1714403788,01;0,00;8,92;1,55;8,00;60,00
1714403788,01;0,00;8,86;1,59;8,00;60,00
1714403788,01;0,00;8,86;1,59;8,00;60,00
1714403788,01;0,00;8,86;1,64;8,00;60,00
1714403788,01;0,00;8,86;1,64;8,00;60,00
1714403788,01;0,00;8,87;1,64;8,00;60,00
1714403788,01;0,00;8,93;1,64;8,00;60,00
1714403788,01;0,00;8,93;1,64;8,00;60,00
1714403788,01;0,00;8,86;1,70;8,00;60,00
1714403788,01;0,00;8,91;1,70;8,00;60,00
1714403788,01;0,00;8,91;1,70;8,00;60,00
1714403788,01;0,00;8,87;1,75;8,00;60,00
1714403788,01;0,00;8,91;1,75;8,00;60,00
1714403788,01;0,00;8,91;1,75;8,00;60,00
1714403788,01;0,00;8,87;1,80;8,00;60,00
1714403788,01;0,00;8,91;1,80;8,00;60,00
1714403788,01;0,00;8,91;1,80;8,00;60,00
1714403788,01;0,00;8,88;1,84;8,00;60,00
1714403788,01;0,00;8,91;1,84;8,00;60,00
1714403788,01;0,00;8,91;1,84;8,00;60,00
1714403788,01;0,00;8,87;1,89;8,00;60,00
1714403788,01;0,00;8,91;1,89;8,00;60,00
1714403788,01;0,00;8,92;1,89;8,00;60,00
1714403788,01;0,00;8,89;1,94;8,00;60,00
1714403788,01;0,00;8,91;1,94;8,00;60,00
1714403788,01;0,00;8,92;1,94;8,00;60,00
1714403788,01;0,00;8,88;2,00;8,00;60,00
1714403788,01;0,00;8,90;2,00;8,00;60,00
1714403788,01;0,00;8,90;2,00;8,00;60,00
1714403788,01;0,00;8,89;2,05;8,00;60,00
1714403788,01;0,00;8,89;2,05;8,00;60,00
1714403788,01;0,00;8,90;2,05;8,00;60,00
1714403788,01;0,00;8,97;2,05;8,00;60,00
1714403788,01;0,00;8,88;2,11;8,00;60,00
1714403788,01;0,00;8,88;2,11;8,00;60,00
1714403788,01;0,00;8,88;2,16;8,00;60,00
1714403788,01;0,00;8,88;2,16;8,00;60,00
1714403788,01;0,00;8,89;2,16;8,00;60,00
1714403788,01;0,00;8,95;2,16;8,00;60,00
1714403788,01;0,00;8,95;2,16;8,00;60,00
1714403788,01;0,00;8,88;2,22;8,00;60,00
1714403788,01;0,00;8,93;2,22;8,00;60,00
1714403788,01;0,00;8,93;2,22;8,00;60,00
1714403788,01;0,00;8,91;2,27;8,00;60,00
