t [s];f_ist [g/min];F_soll [g/min];m [g];mp [g];tp [s]
1714061703,75;0,00;0,80;0,00;8,00;60,00
1714061703,75;0,00;0,80;0,00;8,00;60,00
1714061703,75;0,00;0,88;0,00;8,00;60,00
1714061703,75;0,00;1,35;0,00;8,00;60,00
1714061703,75;0,00;1,89;0,00;8,00;60,00
1714061703,75;0,00;2,37;0,01;8,00;60,00
1714061703,75;0,00;2,88;0,01;8,00;60,00
1714061703,75;0,00;3,35;0,01;8,00;60,00
1714061703,75;0,00;3,86;0,01;8,00;60,00
1714061703,75;0,00;4,36;0,01;8,00;60,00
1714061703,75;0,00;4,87;0,02;8,00;60,00
1714061703,75;0,00;5,35;0,02;8,00;60,00
1714061703,75;0,00;5,86;0,02;8,00;60,00
1714061703,75;0,00;6,35;0,02;8,00;60,00
1714061703,75;0,00;6,88;0,02;8,00;60,00
1714061703,75;0,00;7,35;0,03;8,00;60,00
1714061703,75;0,00;7,86;0,03;8,00;60,00
1714061703,75;0,00;8,72;0,04;8,00;60,00
1714061703,75;0,00;8,75;0,06;8,00;60,00
1714061703,75;0,00;8,78;0,08;8,00;60,00
1714061703,75;0,00;8,80;0,11;8,00;60,00
1714061703,75;0,00;8,81;0,14;8,00;60,00
1714061703,75;0,00;8,82;0,18;8,00;60,00
1714061703,75;0,00;8,83;0,22;8,00;60,00
1714061703,75;0,00;8,88;0,22;8,00;60,00
1714061703,75;0,00;8,88;0,26;8,00;60,00
1714061703,75;0,00;8,89;0,31;8,00;60,00
1714061703,75;0,00;8,89;0,35;8,00;60,00
1714061703,75;0,00;8,90;0,39;8,00;60,00
1714061703,75;0,00;8,90;0,44;8,00;60,00
1714061703,75;0,00;8,90;0,48;8,00;60,00
1714061703,75;0,00;8,89;0,53;8,00;60,00
1714061703,75;0,00;8,89;0,58;8,00;60,00
1714061703,75;0,00;8,89;0,62;8,00;60,00
1714061703,75;0,00;8,89;0,67;8,00;60,00
1714061703,75;0,00;8,90;0,72;8,00;60,00
1714061703,75;0,00;8,89;0,76;8,00;60,00
1714061703,75;0,00;8,89;0,81;8,00;60,00
1714061703,75;0,00;8,89;0,86;8,00;60,00
1714061703,75;0,00;8,89;0,91;8,00;60,00
1714061703,75;0,00;8,89;0,95;8,00;60,00
1714061703,75;0,00;8,89;1,00;8,00;60,00
1714061703,75;0,00;8,90;1,04;8,00;60,00
1714061703,75;0,00;8,89;1,09;8,00;60,00
1714061703,75;0,00;8,88;1,14;8,00;60,00
1714061703,75;0,00;8,94;1,14;8,00;60,00
1714061703,75;0,00;8,94;1,19;8,00;60,00
1714061703,75;0,00;8,95;1,23;8,00;60,00
1714061703,75;0,00;8,94;1,28;8,00;60,00
1714061703,75;0,00;8,94;1,33;8,00;60,00
1714061703,75;0,00;8,94;1,38;8,00;60,00
1714061703,75;0,00;8,93;1,43;8,00;60,00
1714061703,75;0,00;8,93;1,48;8,00;60,00
1714061703,75;0,00;8,93;1,52;8,00;60,00
1714061703,75;0,00;8,93;1,57;8,00;60,00
1714061703,75;0,00;8,93;1,62;8,00;60,00
1714061703,75;0,00;8,93;1,67;8,00;60,00
1714061703,75;0,00;8,93;1,71;8,00;60,00
1714061703,75;0,00;8,92;1,76;8,00;60,00
1714061703,75;0,00;8,93;1,81;8,00;60,00
1714061703,75;0,00;8,93;1,85;8,00;60,00
1714061703,75;0,00;8,92;1,90;8,00;60,00
1714061703,75;0,00;8,92;1,95;8,00;60,00
1714061703,75;0,00;8,91;2,00;8,00;60,00
1714061703,75;0,00;8,91;2,05;8,00;60,00
1714061703,75;0,00;8,98;2,05;8,00;60,00
1714061703,75;0,00;8,98;2,10;8,00;60,00
1714061703,75;0,00;8,98;2,14;8,00;60,00
1714061703,75;0,00;8,98;2,19;8,00;60,00
1714061703,75;0,00;8,98;2,24;8,00;60,00
1714061703,75;0,00;8,97;2,29;8,00;60,00
1714061703,75;0,00;8,97;2,33;8,00;60,00
1714061703,75;0,00;8,97;2,38;8,00;60,00
1714061703,75;0,00;8,97;2,43;8,00;60,00
1714061703,75;0,00;8,97;2,48;8,00;60,00
1714061703,75;0,00;8,96;2,53;8,00;60,00
1714061703,75;0,00;8,96;2,57;8,00;60,00
1714061703,75;0,00;8,96;2,62;8,00;60,00
1714061703,75;0,00;8,96;2,67;8,00;60,00
1714061703,75;0,00;8,95;2,72;8,00;60,00
1714061703,75;0,00;8,95;2,77;8,00;60,00
