t [s];f_ist [g/min];F_soll [g/min];m [g];mp [g];tp [s]
0,00;0,00;7,20;0,00;8,00;60,00
0,00;0,02;7,20;0,00;8,00;60,00
0,17;31,43;7,20;0,04;8,00;60,00
0,48;15,30;7,20;0,16;8,00;60,00
0,79;4,28;7,20;0,22;8,00;60,00
1,10;0,96;7,20;0,23;8,00;60,00
1,39;0,33;7,20;0,23;8,00;60,00
1,71;0,15;7,20;0,23;8,00;60,00
2,04;0,44;7,20;0,23;8,00;60,00
2,35;1,63;7,20;0,24;8,00;60,00
2,64;4,53;7,20;0,25;8,00;60,00
2,95;6,20;7,20;0,28;8,00;60,00
3,26;6,84;7,20;0,32;8,00;60,00
3,59;7,02;7,20;0,35;8,00;60,00
3,88;7,05;7,20;0,39;8,00;60,00
4,22;7,06;7,20;0,43;8,00;60,00
4,53;7,05;7,20;0,47;8,00;60,00
4,82;7,06;7,20;0,50;8,00;60,00
5,16;7,07;7,20;0,54;8,00;60,00
5,46;7,08;7,20;0,57;8,00;60,00
5,79;7,07;7,20;0,61;8,00;60,00
6,10;7,08;7,20;0,65;8,00;60,00
6,39;7,08;7,20;0,68;8,00;60,00
6,70;7,08;7,20;0,72;8,00;60,00
7,04;7,08;7,20;0,76;8,00;60,00
7,35;7,09;7,20;0,80;8,00;60,00
7,68;7,09;7,20;0,84;8,00;60,00
7,99;7,09;7,20;0,87;8,00;60,00
8,30;7,09;7,20;0,91;8,00;60,00
8,61;7,10;7,20;0,95;8,00;60,00
8,93;7,10;7,20;0,98;8,00;60,00
9,24;7,10;7,20;1,02;8,00;60,00
9,55;7,10;7,20;1,06;8,00;60,00
9,86;7,10;7,20;1,09;8,00;60,00
10,15;7,11;8,27;1,13;8,00;60,00
10,50;7,11;8,28;1,17;8,00;60,00
10,81;7,16;8,28;1,21;8,00;60,00
11,11;7,31;8,28;1,24;8,00;60,00
11,39;7,49;8,28;1,28;8,00;60,00
11,71;7,63;8,28;1,32;8,00;60,00
12,06;7,75;8,28;1,36;8,00;60,00
12,34;7,81;8,28;1,40;8,00;60,00
12,69;7,86;8,28;1,45;8,00;60,00
12,96;7,89;8,28;1,48;8,00;60,00
13,29;7,91;8,28;1,52;8,00;60,00
13,61;7,92;8,28;1,57;8,00;60,00
13,91;7,93;8,28;1,61;8,00;60,00
14,22;7,95;8,28;1,65;8,00;60,00
14,53;7,96;8,28;1,69;8,00;60,00
14,86;7,97;8,28;1,73;8,00;60,00
15,17;7,97;8,28;1,77;8,00;60,00
15,49;7,98;8,28;1,82;8,00;60,00
15,80;7,99;8,28;1,86;8,00;60,00
16,09;8,00;8,28;1,90;8,00;60,00
16,39;8,00;8,28;1,94;8,00;60,00
16,73;8,00;8,28;1,98;8,00;60,00
17,05;8,01;8,28;2,02;8,00;60,00
17,36;8,02;8,28;2,06;8,00;60,00
17,67;8,02;8,28;2,11;8,00;60,00
17,99;8,03;8,28;2,15;8,00;60,00
18,30;8,03;8,28;2,19;8,00;60,00
18,59;8,04;8,28;2,23;8,00;60,00
18,91;8,05;8,28;2,27;8,00;60,00
19,23;8,06;8,28;2,32;8,00;60,00
