t [s];f_ist [g/min];F_soll [g/min];m [g];mp [g];tp [s]
1714406025,35;0,00;0,80;0,00;8,00;60,00
1714406025,35;0,00;0,80;0,00;8,00;60,00
1714406025,35;0,00;0,91;0,00;8,00;60,00
1714406025,35;0,00;1,60;0,00;8,00;60,00
1714406025,35;0,00;2,27;0,01;8,00;60,00
1714406025,35;0,00;2,72;0,01;8,00;60,00
1714406025,35;0,00;3,33;0,01;8,00;60,00
1714406025,35;0,00;3,96;0,01;8,00;60,00
1714406025,35;0,00;4,45;0,02;8,00;60,00
1714406025,35;0,00;5,09;0,02;8,00;60,00
1714406025,35;0,00;5,69;0,02;8,00;60,00
1714406025,35;0,00;6,22;0,02;8,00;60,00
1714406025,35;0,00;6,70;0,02;8,00;60,00
1714406025,35;0,00;7,29;0,03;8,00;60,00
1714406025,35;0,00;7,80;0,04;8,00;60,00
1714406025,35;0,00;8,71;0,06;8,00;60,00
1714406025,35;0,00;8,75;0,08;8,00;60,00
1714406025,35;0,00;8,76;0,11;8,00;60,00
1714406025,35;0,00;8,78;0,15;8,00;60,00
1714406025,35;0,00;8,79;0,19;8,00;60,00
1714406025,35;0,00;8,80;0,24;8,00;60,00
1714406025,35;0,00;8,80;0,28;8,00;60,00
1714406025,35;0,00;8,81;0,32;8,00;60,00
1714406025,35;0,00;8,82;0,37;8,00;60,00
1714406025,35;0,00;8,82;0,43;8,00;60,00
1714406025,35;0,00;8,83;0,47;8,00;60,00
1714406025,35;0,00;8,83;0,52;8,00;60,00
1714406025,35;0,00;8,83;0,56;8,00;60,00
1714406025,35;0,00;8,84;0,61;8,00;60,00
1714406025,35;0,00;8,83;0,67;8,00;60,00
1714406025,35;0,00;8,84;0,72;8,00;60,00
1714406025,35;0,00;8,85;0,76;8,00;60,00
1714406025,35;0,00;8,84;0,81;8,00;60,00
1714406025,35;0,00;8,85;0,86;8,00;60,00
1714406025,35;0,00;8,85;0,90;8,00;60,00
1714406025,35;0,00;8,85;0,95;8,00;60,00
1714406025,35;0,00;8,86;1,00;8,00;60,00
1714406025,35;0,00;8,86;1,06;8,00;60,00
1714406025,35;0,00;8,86;1,10;8,00;60,00
1714406025,35;0,00;8,86;1,15;8,00;60,00
1714406025,35;0,00;8,86;1,20;8,00;60,00
1714406025,35;0,00;8,88;1,25;8,00;60,00
1714406025,35;0,00;8,88;1,29;8,00;60,00
1714406025,35;0,00;8,88;1,34;8,00;60,00
1714406025,35;0,00;8,88;1,38;8,00;60,00
1714406025,35;0,00;8,87;1,43;8,00;60,00
1714406025,35;0,00;8,87;1,48;8,00;60,00
1714406025,35;0,00;8,88;1,53;8,00;60,00
1714406025,35;0,00;8,88;1,57;8,00;60,00
1714406025,35;0,00;8,88;1,62;8,00;60,00
1714406025,35;0,00;8,88;1,67;8,00;60,00
1714406025,35;0,00;8,89;1,71;8,00;60,00
1714406025,35;0,00;8,88;1,76;8,00;60,00
1714406025,35;0,00;8,89;1,81;8,00;60,00
1714406025,35;0,00;8,89;1,86;8,00;60,00
1714406025,35;0,00;8,89;1,90;8,00;60,00
1714406025,35;0,00;8,91;1,95;8,00;60,00
1714406025,35;0,00;8,90;2,01;8,00;60,00
1714406025,35;0,00;8,90;2,06;8,00;60,00
1714406025,35;0,00;8,91;2,11;8,00;60,00
1714406025,35;0,00;8,90;2,16;8,00;60,00
1714406025,35;0,00;8,91;2,20;8,00;60,00
1714406025,35;0,00;8,92;2,26;8,00;60,00
1714406025,35;0,00;8,92;2,32;8,00;60,00
1714406025,35;0,00;8,92;2,36;8,00;60,00
1714406025,35;0,00;8,91;2,41;8,00;60,00
1714406025,35;0,00;8,92;2,46;8,00;60,00
1714406025,35;0,00;8,93;2,51;8,00;60,00
1714406025,35;0,00;8,92;2,55;8,00;60,00
1714406025,35;0,00;8,94;2,60;8,00;60,00
1714406025,35;0,00;8,93;2,67;8,00;60,00
1714406025,35;0,00;8,92;2,71;8,00;60,00
1714406025,35;0,00;8,92;2,76;8,00;60,00
1714406025,35;0,00;8,94;2,81;8,00;60,00
1714406025,35;0,00;8,94;2,87;8,00;60,00
1714406025,35;0,00;8,94;2,92;8,00;60,00
1714406025,35;0,00;8,94;2,97;8,00;60,00
1714406025,35;0,00;8,94;3,02;8,00;60,00
1714406025,35;0,00;8,94;3,07;8,00;60,00
1714406025,35;0,00;8,94;3,11;8,00;60,00
1714406025,35;0,00;8,95;3,16;8,00;60,00
1714406025,35;0,00;8,95;3,21;8,00;60,00
1714406025,35;0,00;8,94;3,26;8,00;60,00
1714406025,35;0,00;8,95;3,31;8,00;60,00
1714406025,35;0,00;8,97;3,36;8,00;60,00
1714406025,35;0,00;8,98;3,42;8,00;60,00
1714406025,35;0,00;8,96;3,48;8,00;60,00
1714406025,35;0,00;8,96;3,53;8,00;60,00
1714406025,35;0,00;8,96;3,58;8,00;60,00
1714406025,35;0,00;8,96;3,63;8,00;60,00
1714406025,35;0,00;8,96;3,68;8,00;60,00
1714406025,35;0,00;8,96;3,72;8,00;60,00
1714406025,35;0,00;8,98;3,77;8,00;60,00
1714406025,35;0,00;8,97;3,83;8,00;60,00
1714406025,35;0,00;8,97;3,89;8,00;60,00
1714406025,35;0,00;8,97;3,93;8,00;60,00
1714406025,35;0,00;8,97;3,98;8,00;60,00
1714406025,35;0,00;8,98;4,03;8,00;60,00
1714406025,35;0,00;8,98;4,08;8,00;60,00
1714406025,35;0,00;8,98;4,12;8,00;60,00
1714406025,35;0,00;8,99;4,17;8,00;60,00
1714406025,35;0,00;8,98;4,22;8,00;60,00
1714406025,35;0,00;8,99;4,27;8,00;60,00
1714406025,35;0,00;8,99;4,32;8,00;60,00
1714406025,35;0,00;8,99;4,37;8,00;60,00
1714406025,35;0,00;8,99;4,41;8,00;60,00
1714406025,35;0,00;8,99;4,46;8,00;60,00
1714406025,35;0,00;8,99;4,51;8,00;60,00
1714406025,35;0,00;9,02;4,56;8,00;60,00
1714406025,35;0,00;9,02;4,63;8,00;60,00
1714406025,35;0,00;9,02;4,69;8,00;60,00
1714406025,35;0,00;9,01;4,75;8,00;60,00
