t [s];f_ist [g/min];F_soll [g/min];m [g];mp [g];tp [s]
0,00;0,00;7,20;0,00;8,00;60,00
0,25;10,49;7,20;0,02;8,00;60,00
1,25;11,90;7,20;0,21;8,00;60,00
2,26;11,54;7,20;0,41;8,00;60,00
3,27;9,75;7,20;0,58;8,00;60,00
4,26;8,20;7,20;0,73;8,00;60,00
5,26;8,29;7,20;0,87;8,00;60,00
6,26;9,96;7,20;1,02;8,00;60,00
7,26;11,66;7,20;1,20;8,00;60,00
8,27;11,83;7,20;1,40;8,00;60,00
9,26;10,34;7,20;1,58;8,00;60,00
10,26;8,52;7,55;1,74;8,00;60,00
11,26;8,07;7,55;1,88;8,00;60,00
12,28;9,44;7,55;2,03;8,00;60,00
13,28;11,31;7,55;2,20;8,00;60,00
14,29;11,98;7,55;2,40;8,00;60,00
15,29;10,82;7,55;2,59;8,00;60,00
16,32;8,85;7,55;2,75;8,00;60,00
17,32;8,00;7,55;2,89;8,00;60,00
18,34;9,02;7,55;3,04;8,00;60,00
19,34;10,95;7,55;3,21;8,00;60,00
20,36;12,00;6,96;3,40;8,00;60,00
21,37;11,17;6,96;3,60;8,00;60,00
22,38;9,23;6,96;3,77;8,00;60,00
23,39;8,03;6,96;3,91;8,00;60,00
24,39;8,65;6,96;4,05;8,00;60,00
25,38;10,49;6,96;4,21;8,00;60,00
26,39;11,90;6,96;4,40;8,00;60,00
27,39;11,55;6,96;4,59;8,00;60,00
28,39;9,77;6,96;4,77;8,00;60,00
29,40;8,20;6,96;4,92;8,00;60,00
30,39;8,28;5,96;5,06;8,00;60,00
31,39;9,93;5,96;5,21;8,00;60,00
32,39;11,65;5,96;5,39;8,00;60,00
33,40;11,84;5,96;5,59;8,00;60,00
34,39;10,35;5,96;5,77;8,00;60,00
35,40;8,52;5,96;5,93;8,00;60,00
36,41;8,07;5,96;6,07;8,00;60,00
37,41;9,41;5,96;6,22;8,00;60,00
38,42;11,31;5,96;6,39;8,00;60,00
39,43;11,98;5,96;6,59;8,00;60,00
40,43;10,82;3,75;6,78;8,00;60,00
41,43;8,91;3,75;6,94;8,00;60,00
42,43;8,00;3,75;7,08;8,00;60,00
43,43;8,92;3,75;7,22;8,00;60,00
44,43;10,85;3,75;7,39;8,00;60,00
45,43;11,98;3,75;7,58;8,00;60,00
46,43;11,28;3,75;7,77;8,00;60,00
47,44;9,40;3,75;7,95;8,00;60,00
48,44;8,07;3,75;8,09;8,00;60,00
49,42;8,50;3,75;8,23;8,00;60,00
50,44;10,34;-2,43;8,39;8,00;60,00
51,44;11,84;-2,43;8,57;8,00;60,00
52,44;11,64;-2,43;8,77;8,00;60,00
53,44;9,93;-2,43;8,95;8,00;60,00
54,45;8,28;-2,43;9,10;8,00;60,00
55,44;8,20;-2,43;9,24;8,00;60,00
56,44;9,77;-2,43;9,39;8,00;60,00
57,45;11,57;-2,43;9,57;8,00;60,00
58,45;11,89;-2,43;9,76;8,00;60,00
59,46;10,46;-2,43;9,95;8,00;60,00
