t [s];f_ist [g/min];F_soll [g/min];m [g];mp [g];tp [s]
1714061510,52;0,00;0,80;0,00;8,00;60,00
1714061510,52;0,00;0,80;0,00;8,00;60,00
1714061510,52;0,00;0,80;0,00;8,00;60,00
1714061510,52;0,00;1,05;0,00;8,00;60,00
1714061510,52;0,00;1,55;0,00;8,00;60,00
1714061510,52;0,00;2,05;0,01;8,00;60,00
1714061510,52;0,00;2,54;0,01;8,00;60,00
1714061510,52;0,00;3,20;0,01;8,00;60,00
1714061510,52;0,00;3,56;0,01;8,00;60,00
1714061510,52;0,00;4,04;0,01;8,00;60,00
1714061510,52;0,00;4,59;0,02;8,00;60,00
1714061510,52;0,00;5,05;0,02;8,00;60,00
1714061510,52;0,00;5,55;0,02;8,00;60,00
1714061510,52;0,00;6,05;0,02;8,00;60,00
1714061510,52;0,00;6,57;0,02;8,00;60,00
1714061510,52;0,00;7,04;0,02;8,00;60,00
1714061510,52;0,00;7,56;0,02;8,00;60,00
1714061510,52;0,00;8,70;0,03;8,00;60,00
1714061510,52;0,00;8,74;0,04;8,00;60,00
1714061510,52;0,00;8,77;0,06;8,00;60,00
1714061510,52;0,00;8,80;0,08;8,00;60,00
1714061510,52;0,00;8,81;0,11;8,00;60,00
1714061510,52;0,00;8,83;0,15;8,00;60,00
1714061510,52;0,00;8,83;0,18;8,00;60,00
1714061510,52;0,00;8,84;0,22;8,00;60,00
1714061510,52;0,00;8,84;0,27;8,00;60,00
1714061510,52;0,00;8,85;0,31;8,00;60,00
1714061510,52;0,00;8,85;0,35;8,00;60,00
1714061510,52;0,00;8,86;0,40;8,00;60,00
1714061510,52;0,00;8,85;0,44;8,00;60,00
1714061510,52;0,00;8,85;0,49;8,00;60,00
1714061510,52;0,00;8,85;0,53;8,00;60,00
1714061510,52;0,00;8,85;0,58;8,00;60,00
1714061510,52;0,00;8,91;0,58;8,00;60,00
1714061510,52;0,00;8,91;0,63;8,00;60,00
1714061510,52;0,00;8,91;0,68;8,00;60,00
1714061510,52;0,00;8,91;0,72;8,00;60,00
1714061510,52;0,00;8,91;0,77;8,00;60,00
1714061510,52;0,00;8,91;0,81;8,00;60,00
1714061510,52;0,00;8,90;0,86;8,00;60,00
1714061510,52;0,00;8,91;0,91;8,00;60,00
1714061510,52;0,00;8,90;0,95;8,00;60,00
1714061510,52;0,00;8,90;1,00;8,00;60,00
1714061510,52;0,00;8,91;1,05;8,00;60,00
1714061510,52;0,00;8,90;1,10;8,00;60,00
1714061510,52;0,00;8,90;1,14;8,00;60,00
1714061510,52;0,00;8,90;1,19;8,00;60,00
1714061510,52;0,00;8,90;1,24;8,00;60,00
1714061510,52;0,00;8,90;1,29;8,00;60,00
1714061510,52;0,00;8,89;1,34;8,00;60,00
1714061510,52;0,00;8,89;1,38;8,00;60,00
1714061510,52;0,00;8,89;1,43;8,00;60,00
1714061510,52;0,00;8,89;1,48;8,00;60,00
1714061510,52;0,00;8,89;1,52;8,00;60,00
1714061510,52;0,00;8,96;1,52;8,00;60,00
1714061510,52;0,00;8,95;1,57;8,00;60,00
1714061510,52;0,00;8,95;1,62;8,00;60,00
1714061510,52;0,00;8,94;1,67;8,00;60,00
1714061510,52;0,00;8,95;1,71;8,00;60,00
1714061510,52;0,00;8,95;1,76;8,00;60,00
1714061510,52;0,00;8,94;1,81;8,00;60,00
1714061510,52;0,00;8,94;1,86;8,00;60,00
1714061510,52;0,00;8,94;1,91;8,00;60,00
1714061510,52;0,00;8,94;1,95;8,00;60,00
1714061510,52;0,00;8,93;2,00;8,00;60,00
1714061510,52;0,00;8,93;2,05;8,00;60,00
1714061510,52;0,00;8,93;2,10;8,00;60,00
1714061510,52;0,00;8,93;2,15;8,00;60,00
1714061510,52;0,00;8,93;2,19;8,00;60,00
1714061510,52;0,00;8,92;2,24;8,00;60,00
1714061510,52;0,00;8,92;2,29;8,00;60,00
1714061510,52;0,00;8,92;2,34;8,00;60,00
1714061510,52;0,00;8,91;2,39;8,00;60,00
1714061510,52;0,00;8,99;2,39;8,00;60,00
1714061510,52;0,00;8,99;2,43;8,00;60,00
1714061510,52;0,00;8,98;2,48;8,00;60,00
1714061510,52;0,00;8,98;2,53;8,00;60,00
1714061510,52;0,00;8,98;2,58;8,00;60,00
1714061510,52;0,00;8,98;2,63;8,00;60,00
1714061510,52;0,00;8,97;2,68;8,00;60,00
1714061510,52;0,00;8,97;2,72;8,00;60,00
1714061510,52;0,00;8,96;2,78;8,00;60,00
1714061510,52;0,00;8,97;2,82;8,00;60,00
1714061510,52;0,00;8,97;2,87;8,00;60,00
1714061510,52;0,00;8,96;2,92;8,00;60,00
1714061510,52;0,00;8,96;2,97;8,00;60,00
1714061510,52;0,00;8,96;3,01;8,00;60,00
1714061510,52;0,00;8,96;3,06;8,00;60,00
1714061510,52;0,00;8,95;3,11;8,00;60,00
1714061510,52;0,00;8,94;3,16;8,00;60,00
1714061510,52;0,00;8,95;3,20;8,00;60,00
1714061510,52;0,00;8,94;3,26;8,00;60,00
1714061510,52;0,00;8,94;3,30;8,00;60,00
1714061510,52;0,00;8,93;3,35;8,00;60,00
1714061510,52;0,00;9,02;3,35;8,00;60,00
1714061510,52;0,00;9,02;3,40;8,00;60,00
1714061510,52;0,00;9,02;3,45;8,00;60,00
1714061510,52;0,00;9,01;3,50;8,00;60,00
1714061510,52;0,00;9,01;3,55;8,00;60,00
1714061510,52;0,00;9,01;3,59;8,00;60,00
1714061510,52;0,00;9,02;3,64;8,00;60,00
1714061510,52;0,00;9,00;3,69;8,00;60,00
1714061510,52;0,00;9,00;3,74;8,00;60,00
1714061510,52;0,00;8,99;3,79;8,00;60,00
1714061510,52;0,00;9,00;3,84;8,00;60,00
1714061510,52;0,00;8,99;3,88;8,00;60,00
1714061510,52;0,00;8,99;3,93;8,00;60,00
1714061510,52;0,00;8,98;3,98;8,00;60,00
1714061510,52;0,00;8,98;4,03;8,00;60,00
1714061510,52;0,00;8,97;4,08;8,00;60,00
1714061510,52;0,00;8,97;4,13;8,00;60,00
1714061510,52;0,00;8,96;4,18;8,00;60,00
1714061510,52;0,00;8,96;4,23;8,00;60,00
1714061510,52;0,00;8,95;4,27;8,00;60,00
1714061510,52;0,00;8,95;4,32;8,00;60,00
1714061510,52;0,00;9,07;4,32;8,00;60,00
1714061510,52;0,00;9,06;4,37;8,00;60,00
1714061510,52;0,00;9,05;4,42;8,00;60,00
1714061510,52;0,00;9,05;4,47;8,00;60,00
1714061510,52;0,00;9,05;4,52;8,00;60,00
1714061510,52;0,00;9,04;4,57;8,00;60,00
1714061510,52;0,00;9,04;4,62;8,00;60,00
1714061510,52;0,00;9,04;4,66;8,00;60,00
1714061510,52;0,00;9,03;4,71;8,00;60,00
1714061510,52;0,00;9,04;4,76;8,00;60,00
1714061510,52;0,00;9,02;4,81;8,00;60,00
1714061510,52;0,00;9,02;4,86;8,00;60,00
1714061510,52;0,00;9,01;4,91;8,00;60,00
1714061510,52;0,00;9,01;4,96;8,00;60,00
1714061510,52;0,00;9,01;5,00;8,00;60,00
1714061510,52;0,00;8,99;5,05;8,00;60,00
1714061510,52;0,00;8,98;5,10;8,00;60,00
1714061510,52;0,00;8,99;5,15;8,00;60,00
1714061510,52;0,00;8,97;5,20;8,00;60,00
1714061510,52;0,00;8,97;5,25;8,00;60,00
1714061510,52;0,00;8,97;5,30;8,00;60,00
1714061510,52;0,00;9,12;5,30;8,00;60,00
1714061510,52;0,00;9,10;5,35;8,00;60,00
1714061510,52;0,00;9,11;5,40;8,00;60,00
1714061510,52;0,00;9,10;5,45;8,00;60,00
1714061510,52;0,00;9,11;5,49;8,00;60,00
1714061510,52;0,00;9,09;5,54;8,00;60,00
1714061510,52;0,00;9,09;5,59;8,00;60,00
1714061510,52;0,00;9,07;5,64;8,00;60,00
1714061510,52;0,00;9,07;5,69;8,00;60,00
1714061510,52;0,00;9,06;5,74;8,00;60,00
1714061510,52;0,00;9,06;5,79;8,00;60,00
1714061510,52;0,00;9,05;5,83;8,00;60,00
1714061510,52;0,00;9,04;5,89;8,00;60,00
1714061510,52;0,00;9,03;5,94;8,00;60,00
1714061510,52;0,00;9,03;5,98;8,00;60,00
1714061510,52;0,00;9,02;6,03;8,00;60,00
1714061510,52;0,00;9,01;6,08;8,00;60,00
1714061510,52;0,00;8,98;6,13;8,00;60,00
1714061510,52;0,00;8,99;6,18;8,00;60,00
1714061510,52;0,00;8,96;6,23;8,00;60,00
1714061510,52;0,00;8,96;6,28;8,00;60,00
1714061510,52;0,00;9,20;6,28;8,00;60,00
1714061510,52;0,00;9,19;6,33;8,00;60,00
1714061510,52;0,00;9,17;6,38;8,00;60,00
1714061510,52;0,00;9,19;6,43;8,00;60,00
1714061510,52;0,00;9,15;6,48;8,00;60,00
1714061510,52;0,00;9,18;6,52;8,00;60,00
1714061510,52;0,00;9,15;6,58;8,00;60,00
1714061510,52;0,00;9,14;6,62;8,00;60,00
1714061510,52;0,00;9,12;6,67;8,00;60,00
1714061510,52;0,00;9,12;6,72;8,00;60,00
1714061510,52;0,00;9,11;6,77;8,00;60,00
1714061510,52;0,00;9,09;6,82;8,00;60,00
1714061510,52;0,00;9,06;6,87;8,00;60,00
