t [s];f_ist [g/min];F_soll [g/min];m [g];mp [g];tp [s]
1714052382,89;0,00;0,00;0,00;8,00;60,00
1714052382,89;0,00;0,47;0,00;8,00;60,00
1714052382,89;0,00;0,96;0,00;8,00;60,00
1714052382,89;0,00;1,47;0,00;8,00;60,00
1714052382,89;0,00;1,96;0,00;8,00;60,00
1714052382,89;0,00;2,46;0,01;8,00;60,00
1714052382,89;0,00;2,97;0,01;8,00;60,00
1714052382,89;0,00;3,46;0,01;8,00;60,00
1714052382,89;0,00;3,95;0,01;8,00;60,00
1714052382,89;0,00;4,47;0,01;8,00;60,00
1714052382,89;0,00;4,95;0,01;8,00;60,00
1714052382,89;0,00;5,46;0,01;8,00;60,00
