t [s];f_ist [g/min];F_soll [g/min];m [g];mp [g];tp [s]
0,00;0,00;7,20;0,00;8,00;60,00
0,26;10,47;7,20;0,02;8,00;60,00
1,25;11,89;7,20;0,21;8,00;60,00
2,24;11,57;7,20;0,40;8,00;60,00
3,25;9,81;7,20;0,58;8,00;60,00
4,24;8,22;7,20;0,73;8,00;60,00
5,25;8,28;7,20;0,87;8,00;60,00
6,26;9,94;7,20;1,02;8,00;60,00
7,25;11,65;7,20;1,20;8,00;60,00
8,28;11,83;7,20;1,40;8,00;60,00
9,27;10,31;7,20;1,58;8,00;60,00
10,29;8,48;7,55;1,74;8,00;60,00
11,30;8,09;7,55;1,88;8,00;60,00
12,31;9,48;7,55;2,03;8,00;60,00
13,31;11,35;7,55;2,20;8,00;60,00
14,34;11,96;7,55;2,41;8,00;60,00
15,34;10,73;7,55;2,59;8,00;60,00
16,34;8,82;7,55;2,76;8,00;60,00
17,36;8,01;7,55;2,90;8,00;60,00
18,36;9,05;7,55;3,04;8,00;60,00
19,39;11,01;7,55;3,21;8,00;60,00
20,38;12,00;6,96;3,40;8,00;60,00
21,38;11,16;6,96;3,60;8,00;60,00
22,40;9,22;6,96;3,77;8,00;60,00
23,41;8,03;6,96;3,91;8,00;60,00
24,41;8,67;6,96;4,05;8,00;60,00
25,42;10,53;6,96;4,22;8,00;60,00
26,42;11,91;6,96;4,40;8,00;60,00
27,43;11,53;6,96;4,60;8,00;60,00
28,44;9,70;6,96;4,78;8,00;60,00
29,42;8,18;6,96;4,92;8,00;60,00
30,43;8,32;5,96;5,06;8,00;60,00
31,44;10,03;5,96;5,22;8,00;60,00
32,43;11,69;5,96;5,40;8,00;60,00
33,44;11,80;5,96;5,60;8,00;60,00
34,45;10,24;5,96;5,78;8,00;60,00
35,44;8,46;5,96;5,93;8,00;60,00
36,45;8,10;5,96;6,07;8,00;60,00
37,47;9,54;5,96;6,22;8,00;60,00
38,47;11,39;5,96;6,40;8,00;60,00
39,49;11,95;5,96;6,60;8,00;60,00
40,53;10,65;3,72;6,79;8,00;60,00
41,53;8,75;3,72;6,95;8,00;60,00
42,54;8,01;3,72;7,09;8,00;60,00
43,54;9,12;3,72;7,24;8,00;60,00
44,54;11,05;3,72;7,41;8,00;60,00
45,54;12,00;3,72;7,60;8,00;60,00
46,53;11,13;3,72;7,79;8,00;60,00
47,54;9,21;3,72;7,96;8,00;60,00
48,53;8,03;3,72;8,10;8,00;60,00
49,54;8,67;3,72;8,24;8,00;60,00
50,58;10,59;-2,61;8,41;8,00;60,00
51,58;11,93;-2,61;8,60;8,00;60,00
52,59;11,48;-2,61;8,79;8,00;60,00
53,57;9,67;-2,61;8,97;8,00;60,00
54,58;8,16;-2,61;9,12;8,00;60,00
55,62;8,36;-2,61;9,26;8,00;60,00
56,58;10,05;-2,61;9,41;8,00;60,00
57,57;11,71;-2,61;9,59;8,00;60,00
58,59;11,79;-2,61;9,79;8,00;60,00
59,60;10,20;-2,61;9,97;8,00;60,00
