t [s];f_ist [g/min];F_soll [g/min];m [g];mp [g];tp [s]
0,00;0,00;450,00;0,00;500,00;60,00
0,56;-6,22;450,00;-0,03;500,00;60,00
1,56;-5,57;450,00;-0,13;500,00;60,00
2,55;-2,11;450,00;-0,19;500,00;60,00
3,55;169,85;450,00;1,20;500,00;60,00
4,55;278,81;450,00;4,95;500,00;60,00
5,55;303,23;450,00;9,80;500,00;60,00
6,55;310,70;450,00;14,88;500,00;60,00
7,57;313,46;450,00;20,21;500,00;60,00
8,58;314,93;450,00;25,51;500,00;60,00
9,55;315,33;450,00;30,59;500,00;60,00
10,58;314,72;563,34;35,99;500,00;60,00
11,54;313,54;563,34;41,02;500,00;60,00
12,56;311,51;563,34;46,34;500,00;60,00
13,55;309,16;563,34;51,44;500,00;60,00
14,56;306,92;563,34;56,66;500,00;60,00
15,55;304,04;563,34;61,69;500,00;60,00
