t [s];f_ist [g/min];F_soll [g/min];m [g];mp [g];tp [s]
0,00;0,00;7,20;0,00;8,00;60,00
0,00;0,04;7,20;0,00;8,00;60,00
0,09;32,89;7,20;0,03;8,00;60,00
0,43;15,75;7,20;0,16;8,00;60,00
0,71;6,05;7,20;0,21;8,00;60,00
1,06;1,35;7,20;0,24;8,00;60,00
1,38;0,38;7,20;0,24;8,00;60,00
1,64;0,14;7,20;0,24;8,00;60,00
1,98;0,18;7,20;0,24;8,00;60,00
2,28;0,79;7,20;0,24;8,00;60,00
2,62;3,51;7,20;0,26;8,00;60,00
2,95;5,74;7,20;0,28;8,00;60,00
3,24;6,89;7,20;0,31;8,00;60,00
3,57;7,26;7,20;0,35;8,00;60,00
3,86;7,32;7,20;0,39;8,00;60,00
4,20;7,32;7,20;0,43;8,00;60,00
4,48;7,29;7,20;0,46;8,00;60,00
4,82;7,27;7,20;0,50;8,00;60,00
5,12;7,25;7,20;0,54;8,00;60,00
5,43;7,24;7,20;0,58;8,00;60,00
5,73;7,23;7,20;0,61;8,00;60,00
6,04;7,22;7,20;0,65;8,00;60,00
6,33;7,22;7,20;0,69;8,00;60,00
6,67;7,21;7,20;0,73;8,00;60,00
6,98;7,21;7,20;0,76;8,00;60,00
7,32;7,21;7,20;0,81;8,00;60,00
7,62;7,20;7,20;0,84;8,00;60,00
7,95;7,20;7,20;0,88;8,00;60,00
8,24;7,20;7,20;0,91;8,00;60,00
8,55;7,20;7,20;0,95;8,00;60,00
8,88;7,20;7,20;0,99;8,00;60,00
9,16;7,20;7,20;1,03;8,00;60,00
9,46;7,20;7,20;1,06;8,00;60,00
9,80;7,20;7,20;1,10;8,00;60,00
10,11;7,19;8,25;1,14;8,00;60,00
10,58;7,20;8,26;1,20;8,00;60,00
10,89;7,27;8,26;1,23;8,00;60,00
11,06;7,44;8,26;1,25;8,00;60,00
11,37;7,59;8,26;1,29;8,00;60,00
11,68;7,73;8,26;1,33;8,00;60,00
11,99;7,81;8,26;1,37;8,00;60,00
12,27;7,86;8,26;1,41;8,00;60,00
12,63;7,90;8,26;1,46;8,00;60,00
12,92;7,92;8,26;1,49;8,00;60,00
13,23;7,94;8,26;1,54;8,00;60,00
13,55;7,95;8,26;1,58;8,00;60,00
13,88;7,96;8,26;1,62;8,00;60,00
14,19;7,97;8,26;1,66;8,00;60,00
14,51;7,98;8,26;1,70;8,00;60,00
14,79;7,98;8,26;1,74;8,00;60,00
15,14;7,99;8,26;1,79;8,00;60,00
15,44;7,99;8,26;1,83;8,00;60,00
15,75;8,00;8,26;1,87;8,00;60,00
16,03;8,00;8,26;1,91;8,00;60,00
16,37;8,01;8,26;1,95;8,00;60,00
16,68;8,02;8,26;1,99;8,00;60,00
16,99;8,03;8,26;2,04;8,00;60,00
17,29;8,03;8,26;2,08;8,00;60,00
17,61;8,04;8,26;2,12;8,00;60,00
17,94;8,04;8,26;2,16;8,00;60,00
18,25;8,05;8,26;2,20;8,00;60,00
18,54;8,05;8,26;2,24;8,00;60,00
18,88;8,05;8,26;2,29;8,00;60,00
19,17;8,06;8,26;2,33;8,00;60,00
19,47;8,07;8,26;2,37;8,00;60,00
19,81;8,08;8,26;2,41;8,00;60,00
20,12;8,08;8,26;2,46;8,00;60,00
20,44;8,08;8,26;2,50;8,00;60,00
20,74;8,09;8,34;2,54;8,00;60,00
21,05;8,09;8,34;2,58;8,00;60,00
21,36;8,10;8,34;2,62;8,00;60,00
21,67;8,10;8,34;2,66;8,00;60,00
21,99;8,11;8,34;2,71;8,00;60,00
22,31;8,13;8,34;2,75;8,00;60,00
22,61;8,13;8,34;2,79;8,00;60,00
22,95;8,14;8,34;2,84;8,00;60,00
23,26;8,14;8,34;2,88;8,00;60,00
23,55;8,15;8,34;2,92;8,00;60,00
23,86;8,15;8,34;2,96;8,00;60,00
24,17;8,16;8,34;3,00;8,00;60,00
24,51;8,16;8,34;3,05;8,00;60,00
24,80;8,16;8,34;3,09;8,00;60,00
