t [s];f_ist [g/min];F_soll [g/min];m [g];mp [g];tp [s]
0,00;0,00;7,20;0,00;8,00;60,00
0,45;11,29;7,20;0,04;8,00;60,00
1,45;3,81;7,20;0,17;8,00;60,00
2,46;26,20;7,20;0,42;8,00;60,00
3,46;15,58;7,20;0,77;8,00;60,00
4,45;9,89;7,20;0,98;8,00;60,00
5,45;9,21;7,20;1,14;8,00;60,00
6,45;9,06;7,20;1,29;8,00;60,00
7,45;8,94;7,20;1,44;8,00;60,00
8,46;8,85;7,20;1,59;8,00;60,00
9,45;8,76;7,20;1,74;8,00;60,00
10,45;8,77;7,41;1,88;8,00;60,00
11,45;8,69;7,41;2,03;8,00;60,00
12,45;8,71;7,41;2,17;8,00;60,00
13,46;8,77;7,41;2,32;8,00;60,00
14,44;8,73;7,41;2,46;8,00;60,00
15,45;8,73;7,41;2,61;8,00;60,00
16,46;8,73;7,41;2,76;8,00;60,00
17,46;8,75;7,41;2,90;8,00;60,00
18,46;8,77;7,41;3,05;8,00;60,00
19,45;8,66;7,41;3,19;8,00;60,00
20,47;8,67;7,08;3,34;8,00;60,00
21,46;8,69;7,08;3,48;8,00;60,00
22,47;8,65;7,08;3,63;8,00;60,00
23,46;8,61;7,08;3,77;8,00;60,00
24,46;8,57;7,08;3,91;8,00;60,00
25,45;8,54;7,08;4,05;8,00;60,00
26,46;8,48;7,08;4,20;8,00;60,00
27,45;8,47;7,08;4,34;8,00;60,00
28,45;8,45;7,08;4,48;8,00;60,00
29,46;8,43;7,08;4,62;8,00;60,00
30,45;8,45;7,08;4,76;8,00;60,00
31,45;8,44;6,51;4,90;8,00;60,00
32,46;8,38;6,51;5,04;8,00;60,00
33,47;8,25;6,51;5,18;8,00;60,00
34,46;8,18;6,51;5,32;8,00;60,00
35,45;8,16;6,51;5,45;8,00;60,00
36,45;8,09;6,51;5,59;8,00;60,00
37,46;8,05;6,51;5,72;8,00;60,00
38,47;8,06;6,51;5,86;8,00;60,00
39,46;7,98;6,51;5,99;8,00;60,00
40,45;7,95;6,51;6,12;8,00;60,00
41,45;7,96;6,51;6,26;8,00;60,00
42,45;7,97;5,51;6,39;8,00;60,00
43,46;7,70;5,51;6,52;8,00;60,00
44,46;7,45;5,51;6,65;8,00;60,00
45,46;7,28;5,51;6,77;8,00;60,00
46,45;7,24;5,51;6,89;8,00;60,00
47,46;7,18;5,51;7,01;8,00;60,00
48,45;7,15;5,51;7,13;8,00;60,00
49,46;7,19;5,51;7,25;8,00;60,00
50,45;7,16;5,51;7,37;8,00;60,00
51,46;7,06;5,51;7,49;8,00;60,00
52,46;7,00;3,15;7,60;8,00;60,00
53,45;6,04;3,15;7,71;8,00;60,00
54,46;5,03;3,15;7,81;8,00;60,00
55,45;4,76;3,15;7,89;8,00;60,00
56,46;4,61;3,15;7,96;8,00;60,00
57,47;4,57;3,15;8,04;8,00;60,00
58,46;4,58;3,15;8,12;8,00;60,00
59,48;4,56;3,15;8,20;8,00;60,00
