t [s];f_ist [g/min];F_soll [g/min];m [g];mp [g];tp [s]
0,00;0,00;7,20;0,00;8,00;60,00
0,71;-0,05;7,20;-0,00;8,00;60,00
1,73;-0,05;7,20;-0,00;8,00;60,00
2,74;-0,06;7,20;-0,00;8,00;60,00
3,73;-0,06;7,20;-0,00;8,00;60,00
4,74;-0,06;7,20;-0,00;8,00;60,00
5,73;-0,06;7,20;-0,01;8,00;60,00
6,70;-0,06;7,20;-0,01;8,00;60,00
7,75;-0,06;7,20;-0,01;8,00;60,00
8,74;-0,06;7,20;-0,01;8,00;60,00
9,74;-0,06;7,20;-0,01;8,00;60,00
10,74;-0,06;9,76;-0,01;8,00;60,00
11,76;-0,06;9,76;-0,01;8,00;60,00
12,73;-0,06;9,76;-0,01;8,00;60,00
13,74;-0,06;9,76;-0,01;8,00;60,00
14,74;-0,06;9,76;-0,01;8,00;60,00
15,74;-0,07;9,76;-0,02;8,00;60,00
16,74;-0,06;9,76;-0,02;8,00;60,00
17,72;-0,06;9,76;-0,02;8,00;60,00
18,74;-0,06;9,76;-0,02;8,00;60,00
19,78;-0,06;9,76;-0,02;8,00;60,00
20,78;-0,07;12,27;-0,02;8,00;60,00
21,76;-0,06;12,27;-0,02;8,00;60,00
22,78;-0,06;12,27;-0,02;8,00;60,00
23,78;-0,07;12,27;-0,02;8,00;60,00
24,78;-0,06;12,27;-0,02;8,00;60,00
25,77;-0,07;12,27;-0,03;8,00;60,00
26,80;-0,06;12,27;-0,03;8,00;60,00
27,84;-0,06;12,27;-0,03;8,00;60,00
28,83;-0,06;12,27;-0,03;8,00;60,00
29,84;-0,06;12,27;-0,03;8,00;60,00
30,84;-0,06;16,53;-0,03;8,00;60,00
31,83;-0,06;16,53;-0,03;8,00;60,00
32,82;-0,06;16,53;-0,03;8,00;60,00
33,86;-0,06;16,53;-0,03;8,00;60,00
34,88;-0,06;16,53;-0,03;8,00;60,00
35,89;-0,06;16,53;-0,04;8,00;60,00
36,86;-0,06;16,53;-0,04;8,00;60,00
37,87;-0,06;16,53;-0,04;8,00;60,00
38,87;-0,07;16,53;-0,04;8,00;60,00
39,90;-0,07;16,53;-0,04;8,00;60,00
40,86;-0,06;25,21;-0,04;8,00;60,00
41,89;-0,06;25,21;-0,04;8,00;60,00
42,90;-0,06;25,21;-0,04;8,00;60,00
43,93;-0,06;25,21;-0,04;8,00;60,00
44,95;-0,06;25,21;-0,05;8,00;60,00
45,92;-0,06;25,21;-0,05;8,00;60,00
46,95;-0,06;25,21;-0,05;8,00;60,00
47,94;-0,06;25,21;-0,05;8,00;60,00
48,94;-0,06;25,21;-0,05;8,00;60,00
49,92;-0,06;25,21;-0,05;8,00;60,00
50,95;-0,06;53,39;-0,05;8,00;60,00
51,93;-0,06;53,39;-0,05;8,00;60,00
52,93;-0,06;53,39;-0,05;8,00;60,00
53,94;-0,06;53,39;-0,05;8,00;60,00
54,88;-0,06;53,39;-0,06;8,00;60,00
55,97;-0,06;53,39;-0,06;8,00;60,00
56,96;-0,06;53,39;-0,06;8,00;60,00
57,97;-0,06;53,39;-0,06;8,00;60,00
58,97;-0,06;53,39;-0,06;8,00;60,00
59,97;-0,06;53,39;-0,06;8,00;60,00
