t [s];f_ist [g/min];F_soll [g/min];m [g];mp [g];tp [s]
1714055771,72;0,00;0,00;0,00;8,00;60,00
1714055771,72;0,00;0,23;0,00;8,00;60,00
1714055771,72;0,00;0,72;0,00;8,00;60,00
1714055771,72;0,00;1,26;0,00;8,00;60,00
1714055771,72;0,00;1,73;0,00;8,00;60,00
1714055771,72;0,00;2,25;0,01;8,00;60,00
1714055771,72;0,00;2,76;0,01;8,00;60,00
1714055771,72;0,00;3,38;0,01;8,00;60,00
1714055771,72;0,00;3,76;0,01;8,00;60,00
1714055771,72;0,00;4,24;0,01;8,00;60,00
1714055771,72;0,00;4,73;0,01;8,00;60,00
1714055771,72;0,00;5,31;0,02;8,00;60,00
1714055771,72;0,00;5,75;0,02;8,00;60,00
1714055771,72;0,00;6,28;0,02;8,00;60,00
1714055771,72;0,00;6,75;0,02;8,00;60,00
1714055771,72;0,00;7,25;0,02;8,00;60,00
1714055771,72;0,00;7,74;0,02;8,00;60,00
1714055771,72;0,00;8,72;0,03;8,00;60,00
1714055771,72;0,00;8,77;0,03;8,00;60,00
1714055771,72;0,00;8,80;0,05;8,00;60,00
1714055771,72;0,00;8,83;0,07;8,00;60,00
1714055771,72;0,00;8,85;0,10;8,00;60,00
1714055771,72;0,00;8,89;0,10;8,00;60,00
1714055771,72;0,00;8,92;0,14;8,00;60,00
1714055771,72;0,00;8,91;0,18;8,00;60,00
1714055771,72;0,00;8,91;0,23;8,00;60,00
1714055771,72;0,00;8,92;0,27;8,00;60,00
1714055771,72;0,00;8,92;0,31;8,00;60,00
1714055771,72;0,00;8,92;0,36;8,00;60,00
1714055771,72;0,00;8,92;0,40;8,00;60,00
1714055771,72;0,00;8,93;0,45;8,00;60,00
1714055771,72;0,00;8,92;0,50;8,00;60,00
1714055771,72;0,00;8,93;0,55;8,00;60,00
1714055771,72;0,00;8,92;0,59;8,00;60,00
1714055771,72;0,00;8,92;0,64;8,00;60,00
1714055771,72;0,00;8,92;0,69;8,00;60,00
1714055771,72;0,00;8,91;0,74;8,00;60,00
1714055771,72;0,00;8,91;0,78;8,00;60,00
1714055771,72;0,00;8,92;0,83;8,00;60,00
1714055771,72;0,00;8,92;0,88;8,00;60,00
1714055771,72;0,00;8,92;0,93;8,00;60,00
1714055771,72;0,00;8,91;0,97;8,00;60,00
1714055771,72;0,00;8,91;1,02;8,00;60,00
1714055771,72;0,00;8,98;1,02;8,00;60,00
1714055771,72;0,00;8,96;1,07;8,00;60,00
1714055771,72;0,00;8,96;1,12;8,00;60,00
1714055771,72;0,00;8,97;1,17;8,00;60,00
1714055771,72;0,00;8,96;1,21;8,00;60,00
