t [s];f_ist [g/min];F_soll [g/min];m [g];mp [g];tp [s]
1714221725,39;0,00;8,00;0,00;800,00;600,00
1714221725,39;0,00;8,00;0,00;800,00;600,00
1714221725,39;0,00;8,00;0,00;800,00;600,00
1714221725,39;0,00;10,17;0,00;800,00;600,00
1714221725,39;0,00;15,30;0,00;800,00;600,00
1714221725,39;0,00;20,40;0,00;800,00;600,00
1714221725,39;0,00;25,06;0,00;800,00;600,00
1714221725,39;0,00;30,33;0,00;800,00;600,00
1714221725,39;0,00;35,21;0,00;800,00;600,00
1714221725,39;0,00;40,20;0,00;800,00;600,00
1714221725,39;0,00;45,23;0,00;800,00;600,00
1714221725,39;0,00;50,30;0,00;800,00;600,00
1714221725,39;0,00;55,19;0,01;800,00;600,00
1714221725,39;0,00;60,23;0,03;800,00;600,00
1714221725,39;0,00;65,11;0,05;800,00;600,00
1714221725,39;0,00;70,17;0,08;800,00;600,00
1714221725,39;0,00;75,11;0,11;800,00;600,00
1714221725,39;0,00;80,66;0,15;800,00;600,00
1714221725,39;0,00;80,70;0,20;800,00;600,00
1714221725,39;0,00;80,73;0,25;800,00;600,00
1714221725,39;0,00;80,77;0,32;800,00;600,00
1714221725,39;0,00;80,80;0,40;800,00;600,00
1714221725,39;0,00;80,83;0,60;800,00;600,00
1714221725,39;0,00;80,83;0,97;800,00;600,00
1714221725,39;0,00;80,83;1,42;800,00;600,00
1714221725,39;0,00;80,83;1,87;800,00;600,00
1714221725,39;0,00;80,82;2,33;800,00;600,00
1714221725,39;0,00;80,82;2,79;800,00;600,00
1714221725,39;0,00;80,82;3,20;800,00;600,00
1714221725,39;0,00;80,86;3,20;800,00;600,00
1714221725,39;0,00;80,85;3,69;800,00;600,00
1714221725,39;0,00;80,85;4,14;800,00;600,00
1714221725,39;0,00;80,85;4,55;800,00;600,00
1714221725,39;0,00;80,85;4,99;800,00;600,00
1714221725,39;0,00;80,84;5,50;800,00;600,00
1714221725,39;0,00;80,84;5,90;800,00;600,00
1714221725,39;0,00;80,84;6,38;800,00;600,00
1714221725,39;0,00;80,83;6,84;800,00;600,00
1714221725,39;0,00;80,83;7,29;800,00;600,00
1714221725,39;0,00;80,83;7,74;800,00;600,00
1714221725,39;0,00;80,83;8,17;800,00;600,00
1714221725,39;0,00;80,82;8,63;800,00;600,00
1714221725,39;0,00;80,82;9,08;800,00;600,00
1714221725,39;0,00;80,82;9,53;800,00;600,00
1714221725,39;0,00;80,81;10,00;800,00;600,00
1714221725,39;0,00;80,81;10,45;800,00;600,00
1714221725,39;0,00;80,81;10,88;800,00;600,00
1714221725,39;0,00;80,80;11,34;800,00;600,00
1714221725,39;0,00;80,80;11,77;800,00;600,00
1714221725,39;0,00;80,80;12,22;800,00;600,00
1714221725,39;0,00;80,80;12,66;800,00;600,00
1714221725,39;0,00;80,84;12,66;800,00;600,00
1714221725,39;0,00;80,84;13,12;800,00;600,00
1714221725,39;0,00;80,84;13,56;800,00;600,00
1714221725,39;0,00;80,83;14,01;800,00;600,00
1714221725,39;0,00;80,83;14,45;800,00;600,00
1714221725,39;0,00;80,83;14,90;800,00;600,00
1714221725,39;0,00;80,83;15,35;800,00;600,00
1714221725,39;0,00;80,82;15,81;800,00;600,00
1714221725,39;0,00;80,82;16,24;800,00;600,00
1714221725,39;0,00;80,82;16,70;800,00;600,00
1714221725,39;0,00;80,82;17,15;800,00;600,00
1714221725,39;0,00;80,81;17,57;800,00;600,00
1714221725,39;0,00;80,81;18,04;800,00;600,00
1714221725,39;0,00;80,81;18,48;800,00;600,00
1714221725,39;0,00;80,81;18,90;800,00;600,00
1714221725,39;0,00;80,81;19,34;800,00;600,00
1714221725,39;0,00;80,80;19,81;800,00;600,00
1714221725,39;0,00;80,80;20,25;800,00;600,00
1714221725,39;0,00;80,80;20,70;800,00;600,00
1714221725,39;0,00;80,79;21,15;800,00;600,00
1714221725,39;0,00;80,79;21,59;800,00;600,00
1714221725,39;0,00;80,84;21,59;800,00;600,00
1714221725,39;0,00;80,83;22,05;800,00;600,00
1714221725,39;0,00;80,83;22,51;800,00;600,00
1714221725,39;0,00;80,83;22,94;800,00;600,00
1714221725,39;0,00;80,82;23,38;800,00;600,00
1714221725,39;0,00;80,82;23,83;800,00;600,00
1714221725,39;0,00;80,82;24,27;800,00;600,00
1714221725,39;0,00;80,81;24,73;800,00;600,00
1714221725,39;0,00;80,81;25,18;800,00;600,00
1714221725,39;0,00;80,81;25,62;800,00;600,00
1714221725,39;0,00;80,81;26,06;800,00;600,00
1714221725,39;0,00;80,80;26,50;800,00;600,00
1714221725,39;0,00;80,80;26,92;800,00;600,00
1714221725,39;0,00;80,80;27,38;800,00;600,00
1714221725,39;0,00;80,80;27,83;800,00;600,00
1714221725,39;0,00;80,80;28,29;800,00;600,00
1714221725,39;0,00;80,79;28,73;800,00;600,00
1714221725,39;0,00;80,79;29,17;800,00;600,00
1714221725,39;0,00;80,79;29,59;800,00;600,00
1714221725,39;0,00;80,79;30,03;800,00;600,00
1714221725,39;0,00;80,79;30,48;800,00;600,00
1714221725,39;0,00;80,83;30,48;800,00;600,00
1714221725,39;0,00;80,82;30,94;800,00;600,00
1714221725,39;0,00;80,82;31,38;800,00;600,00
1714221725,39;0,00;80,82;31,82;800,00;600,00
1714221725,39;0,00;80,82;32,24;800,00;600,00
1714221725,39;0,00;80,82;32,68;800,00;600,00
1714221725,39;0,00;80,82;33,14;800,00;600,00
1714221725,39;0,00;80,81;33,58;800,00;600,00
1714221725,39;0,00;80,81;34,05;800,00;600,00
1714221725,39;0,00;80,81;34,47;800,00;600,00
1714221725,39;0,00;80,80;34,93;800,00;600,00
1714221725,39;0,00;80,80;35,39;800,00;600,00
1714221725,39;0,00;80,80;35,81;800,00;600,00
1714221725,39;0,00;80,80;36,25;800,00;600,00
1714221725,39;0,00;80,79;36,71;800,00;600,00
1714221725,39;0,00;80,79;37,15;800,00;600,00
1714221725,39;0,00;80,79;37,59;800,00;600,00
1714221725,39;0,00;80,79;38,03;800,00;600,00
1714221725,39;0,00;80,79;38,47;800,00;600,00
1714221725,39;0,00;80,78;38,89;800,00;600,00
1714221725,39;0,00;80,83;38,89;800,00;600,00
1714221725,39;0,00;80,82;39,35;800,00;600,00
1714221725,39;0,00;80,82;39,79;800,00;600,00
1714221725,39;0,00;80,82;40,24;800,00;600,00
1714221725,39;0,00;80,82;40,70;800,00;600,00
1714221725,39;0,00;80,81;41,14;800,00;600,00
1714221725,39;0,00;80,81;41,57;800,00;600,00
1714221725,39;0,00;80,81;42,00;800,00;600,00
1714221725,39;0,00;80,81;42,48;800,00;600,00
1714221725,39;0,00;80,81;42,91;800,00;600,00
1714221725,39;0,00;80,80;43,37;800,00;600,00
1714221725,39;0,00;80,80;43,81;800,00;600,00
1714221725,39;0,00;80,80;44,25;800,00;600,00
1714221725,39;0,00;80,80;44,69;800,00;600,00
1714221725,39;0,00;80,80;45,13;800,00;600,00
1714221725,39;0,00;80,79;45,59;800,00;600,00
1714221725,39;0,00;80,79;46,00;800,00;600,00
1714221725,39;0,00;80,79;46,43;800,00;600,00
1714221725,39;0,00;80,79;46,89;800,00;600,00
1714221725,39;0,00;80,83;46,89;800,00;600,00
1714221725,39;0,00;80,83;47,33;800,00;600,00
1714221725,39;0,00;80,83;47,77;800,00;600,00
1714221725,39;0,00;80,82;48,21;800,00;600,00
1714221725,39;0,00;80,82;48,65;800,00;600,00
1714221725,39;0,00;80,82;49,11;800,00;600,00
1714221725,39;0,00;80,82;49,53;800,00;600,00
1714221725,39;0,00;80,81;49,99;800,00;600,00
1714221725,39;0,00;80,81;50,41;800,00;600,00
1714221725,39;0,00;80,81;50,87;800,00;600,00
1714221725,39;0,00;80,81;51,31;800,00;600,00
1714221725,39;0,00;80,81;51,74;800,00;600,00
1714221725,39;0,00;80,80;52,20;800,00;600,00
1714221725,39;0,00;80,80;52,62;800,00;600,00
1714221725,39;0,00;80,80;53,06;800,00;600,00
1714221725,39;0,00;80,80;53,52;800,00;600,00
1714221725,39;0,00;80,79;53,96;800,00;600,00
1714221725,39;0,00;80,79;54,40;800,00;600,00
1714221725,39;0,00;80,79;54,84;800,00;600,00
1714221725,39;0,00;80,79;55,30;800,00;600,00
1714221725,39;0,00;80,78;55,73;800,00;600,00
