t [s];f_ist [g/min];F_soll [g/min];m [g];mp [g];tp [s]
0,00;0,00;45,00;0,00;500,00;600,00
0,08;18,04;45,00;0,01;500,00;600,00
1,08;16,47;45,00;0,30;500,00;600,00
2,07;15,17;45,00;0,56;500,00;600,00
3,08;13,99;45,00;0,81;500,00;600,00
4,06;13,05;45,00;1,03;500,00;600,00
5,06;12,14;45,00;1,24;500,00;600,00
6,08;11,45;45,00;1,44;500,00;600,00
7,11;10,86;45,00;1,63;500,00;600,00
8,09;19,76;45,00;1,88;500,00;600,00
9,09;36,33;45,00;2,35;500,00;600,00
10,09;39,75;50,55;2,98;500,00;600,00
11,11;40,86;50,55;3,66;500,00;600,00
12,10;42,97;50,55;4,36;500,00;600,00
13,11;45,19;50,55;5,10;500,00;600,00
14,12;46,43;50,55;5,87;500,00;600,00
15,13;47,32;50,55;6,66;500,00;600,00
16,14;48,04;50,55;7,46;500,00;600,00
17,14;48,61;50,55;8,27;500,00;600,00
18,13;49,13;50,55;9,08;500,00;600,00
19,13;49,48;50,55;9,90;500,00;600,00
20,15;49,86;50,63;10,74;500,00;600,00
21,15;50,16;50,63;11,57;500,00;600,00
22,17;50,48;50,63;12,43;500,00;600,00
23,16;50,75;50,63;13,27;500,00;600,00
24,18;50,92;50,63;14,13;500,00;600,00
25,18;51,07;50,63;14,98;500,00;600,00
26,20;51,15;50,63;15,85;500,00;600,00
27,20;51,32;50,63;16,71;500,00;600,00
28,22;51,43;50,63;17,57;500,00;600,00
29,22;51,49;50,63;18,44;500,00;600,00
30,23;51,54;50,62;19,30;500,00;600,00
31,23;51,63;50,62;20,16;500,00;600,00
32,24;51,63;50,62;21,03;500,00;600,00
33,24;51,62;50,62;21,89;500,00;600,00
34,25;51,59;50,62;22,76;500,00;600,00
35,26;51,54;50,62;23,63;500,00;600,00
36,27;51,47;50,62;24,49;500,00;600,00
37,27;51,42;50,62;25,35;500,00;600,00
38,29;51,44;50,62;26,23;500,00;600,00
39,30;51,39;50,62;27,09;500,00;600,00
40,30;51,36;50,60;27,94;500,00;600,00
41,30;51,28;50,60;28,80;500,00;600,00
42,32;51,17;50,60;29,67;500,00;600,00
43,33;51,15;50,60;30,54;500,00;600,00
44,33;51,11;50,60;31,38;500,00;600,00
