t [s];f_ist [g/min];F_soll [g/min];m [g];mp [g];tp [s]
0,00;0,00;7,20;0,00;8,00;60,00
0,00;0,00;7,20;0,00;8,00;60,00
0,23;23,07;7,20;0,04;8,00;60,00
0,54;12,80;7,20;0,14;8,00;60,00
0,83;3,70;7,20;0,18;8,00;60,00
1,17;0,89;7,20;0,19;8,00;60,00
1,46;0,31;7,20;0,19;8,00;60,00
1,77;0,14;7,20;0,19;8,00;60,00
2,09;0,28;7,20;0,19;8,00;60,00
2,41;1,35;7,20;0,20;8,00;60,00
2,73;4,34;7,20;0,21;8,00;60,00
3,03;6,16;7,20;0,24;8,00;60,00
3,34;6,95;7,20;0,27;8,00;60,00
3,65;7,01;7,20;0,31;8,00;60,00
3,95;7,04;7,20;0,34;8,00;60,00
4,31;7,04;7,20;0,39;8,00;60,00
4,60;7,09;7,20;0,42;8,00;60,00
4,88;7,10;7,20;0,45;8,00;60,00
5,20;7,11;7,20;0,49;8,00;60,00
5,54;7,11;7,20;0,53;8,00;60,00
5,83;7,11;7,20;0,57;8,00;60,00
6,14;7,11;7,20;0,60;8,00;60,00
6,49;7,12;7,20;0,64;8,00;60,00
6,79;7,12;7,20;0,68;8,00;60,00
7,08;7,12;7,20;0,71;8,00;60,00
7,40;7,12;7,20;0,75;8,00;60,00
7,74;7,12;7,20;0,79;8,00;60,00
8,03;7,12;7,20;0,83;8,00;60,00
8,36;7,12;7,20;0,87;8,00;60,00
8,67;7,12;7,20;0,90;8,00;60,00
8,96;7,13;7,20;0,94;8,00;60,00
9,28;7,13;7,20;0,98;8,00;60,00
9,61;7,13;7,20;1,01;8,00;60,00
9,91;7,13;7,20;1,05;8,00;60,00
10,22;7,13;8,33;1,09;8,00;60,00
10,55;7,14;8,34;1,13;8,00;60,00
10,87;7,29;8,34;1,16;8,00;60,00
11,16;7,48;8,34;1,20;8,00;60,00
11,50;7,67;8,34;1,24;8,00;60,00
11,79;7,80;8,34;1,28;8,00;60,00
12,09;7,89;8,34;1,32;8,00;60,00
12,41;7,95;8,34;1,36;8,00;60,00
12,74;7,99;8,34;1,41;8,00;60,00
13,04;8,02;8,34;1,45;8,00;60,00
13,35;8,04;8,34;1,49;8,00;60,00
13,67;8,05;8,34;1,53;8,00;60,00
13,98;8,06;8,34;1,57;8,00;60,00
14,27;8,07;8,34;1,61;8,00;60,00
14,60;8,07;8,34;1,66;8,00;60,00
14,90;8,08;8,34;1,70;8,00;60,00
15,22;8,09;8,34;1,74;8,00;60,00
15,54;8,09;8,34;1,78;8,00;60,00
15,85;8,10;8,34;1,82;8,00;60,00
16,17;8,10;8,34;1,87;8,00;60,00
16,46;8,10;8,34;1,91;8,00;60,00
16,79;8,11;8,34;1,95;8,00;60,00
17,06;8,11;8,34;1,99;8,00;60,00
17,41;8,12;8,34;2,03;8,00;60,00
17,76;8,12;8,34;2,08;8,00;60,00
18,04;8,12;8,34;2,12;8,00;60,00
18,36;8,13;8,34;2,16;8,00;60,00
18,66;8,13;8,34;2,20;8,00;60,00
18,95;8,14;8,34;2,24;8,00;60,00
19,28;8,14;8,34;2,29;8,00;60,00
19,59;8,15;8,34;2,33;8,00;60,00
19,92;8,15;8,34;2,38;8,00;60,00
20,21;8,15;8,34;2,42;8,00;60,00
20,53;8,16;8,34;2,46;8,00;60,00
20,86;8,16;8,43;2,50;8,00;60,00
21,19;8,16;8,43;2,55;8,00;60,00
21,47;8,17;8,43;2,59;8,00;60,00
21,78;8,17;8,43;2,63;8,00;60,00
22,09;8,18;8,43;2,67;8,00;60,00
22,39;8,18;8,43;2,71;8,00;60,00
22,72;8,19;8,43;2,76;8,00;60,00
23,04;8,20;8,43;2,80;8,00;60,00
23,37;8,21;8,43;2,84;8,00;60,00
23,65;8,21;8,43;2,88;8,00;60,00
23,97;8,22;8,43;2,93;8,00;60,00
24,28;8,23;8,43;2,97;8,00;60,00
24,60;8,23;8,43;3,01;8,00;60,00
24,91;8,24;8,43;3,06;8,00;60,00
25,21;8,24;8,43;3,10;8,00;60,00
25,54;8,25;8,43;3,14;8,00;60,00
25,85;8,25;8,43;3,19;8,00;60,00
26,16;8,25;8,43;3,23;8,00;60,00
26,47;8,26;8,43;3,27;8,00;60,00
26,78;8,26;8,43;3,31;8,00;60,00
27,12;8,27;8,43;3,36;8,00;60,00
27,41;8,27;8,43;3,40;8,00;60,00
27,73;8,27;8,43;3,44;8,00;60,00
28,03;8,28;8,43;3,49;8,00;60,00
28,35;8,28;8,43;3,53;8,00;60,00
28,67;8,29;8,43;3,57;8,00;60,00
29,00;8,29;8,43;3,62;8,00;60,00
29,29;8,29;8,43;3,66;8,00;60,00
29,58;8,29;8,43;3,70;8,00;60,00
29,89;8,29;8,43;3,74;8,00;60,00
30,23;8,30;8,43;3,79;8,00;60,00
30,54;8,30;8,43;3,83;8,00;60,00
30,83;8,30;8,43;3,87;8,00;60,00
31,17;8,31;8,49;3,92;8,00;60,00
31,49;8,31;8,49;3,96;8,00;60,00
31,78;8,31;8,49;4,00;8,00;60,00
32,11;8,31;8,49;4,05;8,00;60,00
32,40;8,32;8,49;4,09;8,00;60,00
32,72;8,32;8,49;4,13;8,00;60,00
33,04;8,33;8,49;4,18;8,00;60,00
33,32;8,33;8,49;4,22;8,00;60,00
33,66;8,34;8,49;4,27;8,00;60,00
33,97;8,35;8,49;4,31;8,00;60,00
34,30;8,35;8,49;4,35;8,00;60,00
34,61;8,36;8,49;4,40;8,00;60,00
34,89;8,36;8,49;4,44;8,00;60,00
35,20;8,36;8,49;4,48;8,00;60,00
35,55;8,36;8,49;4,53;8,00;60,00
35,83;8,37;8,49;4,57;8,00;60,00
36,15;8,37;8,49;4,61;8,00;60,00
36,48;8,37;8,49;4,66;8,00;60,00
36,77;8,37;8,49;4,70;8,00;60,00
37,08;8,38;8,49;4,74;8,00;60,00
37,40;8,38;8,49;4,79;8,00;60,00
37,71;8,38;8,49;4,83;8,00;60,00
38,02;8,38;8,49;4,87;8,00;60,00
38,36;8,39;8,49;4,92;8,00;60,00
38,67;8,39;8,49;4,96;8,00;60,00
38,99;8,39;8,49;5,01;8,00;60,00
39,27;8,39;8,49;5,05;8,00;60,00
39,63;8,39;8,49;5,10;8,00;60,00
39,90;8,40;8,49;5,14;8,00;60,00
40,26;8,40;8,49;5,19;8,00;60,00
40,55;8,40;8,49;5,23;8,00;60,00
40,84;8,41;8,49;5,27;8,00;60,00
41,18;8,41;8,56;5,32;8,00;60,00
41,49;8,41;8,56;5,36;8,00;60,00
41,78;8,41;8,56;5,40;8,00;60,00
42,09;8,41;8,56;5,44;8,00;60,00
42,41;8,42;8,56;5,49;8,00;60,00
42,74;8,42;8,56;5,53;8,00;60,00
43,06;8,42;8,56;5,58;8,00;60,00
43,36;8,42;8,56;5,62;8,00;60,00
43,67;8,42;8,56;5,66;8,00;60,00
43,96;8,42;8,56;5,70;8,00;60,00
44,30;8,43;8,56;5,75;8,00;60,00
44,64;8,43;8,56;5,80;8,00;60,00
44,93;8,43;8,56;5,84;8,00;60,00
45,24;8,44;8,56;5,89;8,00;60,00
45,58;8,44;8,56;5,93;8,00;60,00
45,84;8,45;8,56;5,97;8,00;60,00
46,17;8,45;8,56;6,02;8,00;60,00
46,48;8,45;8,56;6,06;8,00;60,00
46,80;8,45;8,56;6,11;8,00;60,00
47,13;8,46;8,56;6,15;8,00;60,00
47,45;8,46;8,56;6,20;8,00;60,00
47,74;8,46;8,56;6,24;8,00;60,00
48,05;8,46;8,56;6,28;8,00;60,00
48,37;8,46;8,56;6,33;8,00;60,00
48,67;8,46;8,56;6,37;8,00;60,00
48,99;8,47;8,56;6,41;8,00;60,00
49,30;8,47;8,56;6,46;8,00;60,00
49,62;8,47;8,56;6,50;8,00;60,00
49,93;8,47;8,56;6,55;8,00;60,00
50,26;8,47;8,56;6,59;8,00;60,00
50,57;8,47;8,56;6,64;8,00;60,00
50,85;8,48;8,56;6,68;8,00;60,00
51,17;8,48;8,56;6,72;8,00;60,00
51,51;8,48;8,70;6,77;8,00;60,00
51,77;8,48;8,70;6,81;8,00;60,00
52,12;8,48;8,70;6,86;8,00;60,00
52,41;8,49;8,70;6,90;8,00;60,00
52,72;8,50;8,70;6,94;8,00;60,00
53,07;8,51;8,70;6,99;8,00;60,00
53,35;8,52;8,70;7,03;8,00;60,00
53,68;8,53;8,70;7,08;8,00;60,00
53,99;8,54;8,70;7,12;8,00;60,00
54,29;8,54;8,70;7,16;8,00;60,00
54,59;8,54;8,70;7,21;8,00;60,00
54,93;8,55;8,70;7,25;8,00;60,00
55,24;8,55;8,70;7,30;8,00;60,00
55,55;8,55;8,70;7,34;8,00;60,00
55,89;8,56;8,70;7,39;8,00;60,00
56,20;8,56;8,70;7,44;8,00;60,00
56,51;8,57;8,70;7,48;8,00;60,00
56,80;8,57;8,70;7,52;8,00;60,00
57,13;8,57;8,70;7,57;8,00;60,00
57,45;8,58;8,70;7,61;8,00;60,00
57,74;8,58;8,70;7,66;8,00;60,00
58,04;8,58;8,70;7,70;8,00;60,00
58,38;8,58;8,70;7,75;8,00;60,00
58,67;8,58;8,70;7,79;8,00;60,00
59,00;8,59;8,70;7,84;8,00;60,00
59,29;8,59;8,70;7,88;8,00;60,00
59,58;8,59;8,70;7,92;8,00;60,00
59,95;8,59;8,70;7,97;8,00;60,00
