t [s];f_ist [g/min];F_soll [g/min];m [g];mp [g];tp [s]
1714826819,18;0,00;0,80;0,00;8,00;60,00
1714826819,18;0,00;0,80;0,00;8,00;60,00
1714826819,18;0,00;0,80;0,00;8,00;60,00
1714826819,18;0,00;0,80;0,00;8,00;60,00
1714826819,18;0,00;0,93;0,00;8,00;60,00
1714826819,18;0,00;0,94;0,00;8,00;60,00
1714826819,18;0,00;0,94;0,00;8,00;60,00
1714826819,18;0,00;1,48;0,00;8,00;60,00
1714826819,18;0,00;1,48;0,00;8,00;60,00
1714826819,18;0,00;1,48;0,00;8,00;60,00
1714826819,18;0,00;1,97;0,01;8,00;60,00
1714826819,18;0,00;2,00;0,01;8,00;60,00
1714826819,18;0,00;2,00;0,01;8,00;60,00
1714826819,18;0,00;2,51;0,01;8,00;60,00
1714826819,18;0,00;2,52;0,01;8,00;60,00
1714826819,18;0,00;2,52;0,01;8,00;60,00
1714826819,18;0,00;3,06;0,01;8,00;60,00
1714826819,18;0,00;3,07;0,01;8,00;60,00
1714826819,18;0,00;3,08;0,01;8,00;60,00
1714826819,18;0,00;3,57;0,01;8,00;60,00
1714826819,18;0,00;3,58;0,01;8,00;60,00
1714826819,18;0,00;3,58;0,01;8,00;60,00
1714826819,18;0,00;4,12;0,01;8,00;60,00
1714826819,18;0,00;4,13;0,01;8,00;60,00
1714826819,18;0,00;4,14;0,01;8,00;60,00
1714826819,18;0,00;4,61;0,02;8,00;60,00
1714826819,18;0,00;4,61;0,02;8,00;60,00
1714826819,18;0,00;4,61;0,02;8,00;60,00
1714826819,18;0,00;5,13;0,02;8,00;60,00
1714826819,18;0,00;5,15;0,02;8,00;60,00
1714826819,18;0,00;5,15;0,02;8,00;60,00
1714826819,18;0,00;5,64;0,02;8,00;60,00
1714826819,18;0,00;5,66;0,02;8,00;60,00
1714826819,18;0,00;5,67;0,02;8,00;60,00
1714826819,18;0,00;6,15;0,02;8,00;60,00
1714826819,18;0,00;6,16;0,02;8,00;60,00
1714826819,18;0,00;6,18;0,02;8,00;60,00
1714826819,18;0,00;6,72;0,02;8,00;60,00
1714826819,18;0,00;6,72;0,02;8,00;60,00
1714826819,18;0,00;6,72;0,02;8,00;60,00
1714826819,18;0,00;7,23;0,02;8,00;60,00
1714826819,18;0,00;7,26;0,03;8,00;60,00
1714826819,18;0,00;7,26;0,03;8,00;60,00
1714826819,18;0,00;7,75;0,03;8,00;60,00
1714826819,18;0,00;7,75;0,04;8,00;60,00
