t [s];f_ist [g/min];F_soll [g/min];m [g];mp [g];tp [s]
0,00;0,00;7,20;0,00;8,00;60,00
0,22;10,40;7,20;0,02;8,00;60,00
1,21;11,87;7,20;0,20;8,00;60,00
2,23;11,60;7,20;0,40;8,00;60,00
3,22;9,84;7,20;0,58;8,00;60,00
4,23;8,22;7,20;0,73;8,00;60,00
5,24;8,27;7,20;0,87;8,00;60,00
6,23;9,89;7,20;1,02;8,00;60,00
7,23;11,62;7,20;1,20;8,00;60,00
8,24;11,86;7,20;1,40;8,00;60,00
9,24;10,38;7,20;1,58;8,00;60,00
10,25;8,53;7,55;1,74;8,00;60,00
11,27;8,07;7,55;1,88;8,00;60,00
12,30;9,46;7,55;2,03;8,00;60,00
13,31;11,35;7,55;2,21;8,00;60,00
14,31;11,97;7,55;2,40;8,00;60,00
15,33;10,75;7,55;2,60;8,00;60,00
16,35;8,80;7,55;2,76;8,00;60,00
17,35;8,00;7,55;2,90;8,00;60,00
18,36;9,06;7,55;3,05;8,00;60,00
19,37;10,99;7,55;3,21;8,00;60,00
20,37;12,00;6,96;3,41;8,00;60,00
21,37;11,16;6,96;3,60;8,00;60,00
22,39;9,22;6,96;3,77;8,00;60,00
23,39;8,03;6,96;3,92;8,00;60,00
24,39;8,65;6,96;4,06;8,00;60,00
25,41;10,52;6,96;4,22;8,00;60,00
26,40;11,91;6,96;4,40;8,00;60,00
27,40;11,53;6,96;4,60;8,00;60,00
28,40;9,77;6,96;4,78;8,00;60,00
29,39;8,20;6,96;4,92;8,00;60,00
30,41;8,31;5,95;5,06;8,00;60,00
31,41;9,99;5,95;5,22;8,00;60,00
32,41;11,68;5,95;5,40;8,00;60,00
33,43;11,81;5,95;5,60;8,00;60,00
34,45;10,23;5,95;5,78;8,00;60,00
35,46;8,43;5,95;5,94;8,00;60,00
36,49;8,13;5,95;6,08;8,00;60,00
37,50;9,59;5,95;6,23;8,00;60,00
38,49;11,42;5,95;6,41;8,00;60,00
39,50;11,95;5,95;6,60;8,00;60,00
40,51;10,65;3,71;6,79;8,00;60,00
41,51;8,75;3,71;6,96;8,00;60,00
42,54;8,01;3,71;7,10;8,00;60,00
43,53;9,13;3,71;7,24;8,00;60,00
44,54;11,06;3,71;7,41;8,00;60,00
45,53;12,00;3,71;7,60;8,00;60,00
46,54;11,10;3,71;7,79;8,00;60,00
47,54;9,19;3,71;7,96;8,00;60,00
48,56;8,02;3,71;8,11;8,00;60,00
49,59;8,73;3,71;8,25;8,00;60,00
50,58;10,61;-2,63;8,41;8,00;60,00
51,58;11,93;-2,63;8,60;8,00;60,00
52,58;11,47;-2,63;8,80;8,00;60,00
53,60;9,62;-2,63;8,98;8,00;60,00
54,62;8,13;-2,63;9,13;8,00;60,00
55,63;8,41;-2,63;9,27;8,00;60,00
56,64;10,19;-2,63;9,42;8,00;60,00
57,65;11,78;-2,63;9,61;8,00;60,00
58,67;11,71;-2,63;9,81;8,00;60,00
59,68;10,04;-2,63;9,99;8,00;60,00
